1node1	2node2	3port	4operation	5startwave	6bandwidth
1	0	4	3	55	2
1	2	3	2	41	2
2	3	7	2	5	1
3	0	2	3	258	1
0	3	0	1	147	1
0	1	0	1	119	1
1	0	5	3	29	1
1	0	5	3	166	1
3	0	5	3	250	1
2	1	5	2	283	2
3	0	3	3	192	1
1	0	1	3	264	2
0	3	0	1	222	2
2	1	7	2	65	2
3	0	3	3	269	2
3	1	2	2	138	1
3	0	1	3	220	2
3	2	2	2	17	1
0	1	0	1	38	1
1	3	1	2	117	1
1	3	2	2	11	1
0	2	0	1	182	2
3	1	1	2	191	2
0	2	0	1	134	1
1	2	7	2	178	1
0	3	0	1	69	2
3	1	6	2	293	2
2	0	7	3	52	2
2	0	6	3	164	2
1	0	1	3	279	2
0	3	0	1	176	1
3	0	1	3	136	2
1	3	2	2	221	2
0	2	0	1	180	2
0	3	0	1	22	2
0	1	0	1	10	2
3	2	4	2	65	1
3	1	7	2	280	2
0	3	0	1	199	2
0	2	0	1	6	2
0	2	0	1	83	2
1	2	5	2	16	1
2	0	6	3	177	1
2	3	2	2	60	2
2	0	7	3	89	2
1	2	6	2	47	1
1	0	1	3	256	2
2	1	4	2	295	2
3	2	5	2	68	2
0	1	0	1	133	1
3	0	2	3	13	2
2	1	7	2	45	1
0	3	0	1	301	2
3	0	3	3	148	2
2	1	1	2	232	1
3	1	7	2	295	1
0	3	0	1	81	2
1	3	1	2	99	2
0	1	0	1	317	1
0	3	0	1	145	2
3	2	4	2	95	2
3	1	6	2	96	1
1	0	7	3	127	2
3	1	7	2	113	1
0	2	0	1	178	2
1	0	7	3	133	2
0	2	0	1	306	1
2	0	3	3	313	2
3	1	5	2	90	1
2	3	3	2	264	1
3	1	2	2	252	2
0	1	0	1	70	2
3	0	5	3	181	1
0	3	0	1	254	2
0	1	0	1	232	2
3	1	4	2	251	1
1	0	1	3	305	1
1	3	3	2	283	1
3	0	2	3	65	1
2	3	4	2	49	1
0	3	0	1	225	1
2	3	4	2	52	1
1	2	3	2	179	1
1	2	4	2	129	2
0	3	0	1	220	1
1	3	6	2	109	1
0	2	0	1	64	1
1	2	5	2	209	1
2	0	2	3	139	1
3	2	2	2	318	1
1	3	1	2	225	2
2	0	3	3	227	2
0	3	0	1	55	1
2	0	6	3	125	2
3	2	5	2	292	2
3	2	4	2	121	1
3	1	5	2	123	1
0	2	0	1	251	1
2	0	1	3	305	1
1	3	6	2	226	2
3	1	7	2	293	2
2	0	7	3	300	2
2	0	3	3	260	1
1	0	7	3	186	2
3	1	1	2	154	2
0	2	0	1	50	2
3	2	4	2	109	2
2	1	1	2	200	2
2	0	1	3	104	1
2	1	3	2	73	2
3	0	4	3	303	2
1	3	2	2	83	1
0	1	0	1	42	1
2	1	7	2	248	2
2	0	7	3	63	2
2	1	3	2	306	2
2	0	1	3	136	2
3	2	6	2	286	1
3	0	4	3	97	1
1	3	6	2	88	2
1	0	1	3	174	2
1	3	3	2	167	1
2	3	3	2	224	1
1	2	3	2	313	2
1	3	4	2	290	2
0	2	0	1	116	1
0	1	0	1	290	1
1	0	5	3	303	1
1	3	4	2	88	1
2	3	5	2	47	1
2	3	2	2	222	1
3	2	2	2	75	1
2	0	1	3	26	2
3	1	5	2	263	1
3	0	4	3	95	2
3	2	3	2	171	2
3	1	6	2	267	2
1	0	5	3	239	2
3	0	4	3	231	1
1	3	6	2	283	2
0	1	0	1	45	1
1	2	5	2	299	1
1	3	5	2	131	1
1	0	4	3	209	2
0	3	0	1	221	2
3	1	7	2	181	1
1	0	6	3	141	2
3	0	5	3	56	1
1	2	5	2	174	2
0	2	0	1	283	1
3	1	2	2	286	1
3	1	5	2	303	1
3	0	3	3	135	1
2	0	3	3	234	1
3	1	5	2	85	2
1	3	7	2	237	2
2	1	7	2	40	1
3	2	5	2	172	2
2	1	5	2	217	2
2	3	6	2	78	2
1	3	4	2	229	1
1	2	3	2	60	1
2	3	7	2	315	2
1	3	5	2	113	2
2	0	6	3	28	1
2	1	1	2	47	2
3	2	6	2	291	1
1	3	2	2	270	2
0	2	0	1	151	1
0	1	0	1	124	1
3	1	6	2	152	2
3	0	3	3	273	2
2	0	7	3	161	1
2	3	1	2	208	1
0	2	0	1	71	1
1	0	1	3	42	1
2	1	2	2	169	2
3	1	5	2	26	1
0	1	0	1	37	1
1	2	4	2	205	2
1	3	5	2	312	2
0	3	0	1	242	2
2	3	2	2	272	2
2	1	3	2	10	1
1	3	2	2	252	1
2	1	1	2	83	2
1	3	4	2	223	2
2	1	3	2	233	2
2	1	6	2	67	2
1	3	2	2	222	1
1	0	1	3	155	2
0	3	0	1	75	1
3	0	4	3	293	2
2	3	3	2	83	2
0	1	0	1	0	1
2	1	1	2	88	2
0	1	0	1	165	1
2	3	3	2	127	1
1	0	6	3	211	2
0	2	0	1	48	1
2	1	2	2	277	1
1	0	6	3	248	1
2	1	5	2	221	1
2	3	4	2	312	2
0	1	0	1	70	1
2	1	5	2	117	1
0	3	0	1	193	1
