1node1	2node2	3port	4operation	5startwave	6bandwidth
0	3	0	1	55	7
3	2	3	2	25	4
3	0	5	3	116	9
0	1	0	1	57	5
0	2	0	1	246	6
2	1	7	2	49	9
2	1	5	2	126	8
3	2	6	2	314	5
0	2	0	1	239	2
3	1	2	2	304	8
1	3	1	2	213	8
1	0	6	3	4	5
3	2	1	2	203	9
3	2	6	2	189	9
1	2	6	2	219	1
0	3	0	1	16	4
0	2	0	1	57	3
1	2	2	2	101	2
1	3	5	2	252	2
0	2	0	1	109	4
2	1	1	2	316	3
0	3	0	1	210	7
1	3	4	2	155	1
3	1	7	2	175	5
1	0	5	3	12	3
0	3	0	1	255	1
2	3	5	2	85	7
1	0	6	3	104	3
1	2	3	2	302	4
1	2	6	2	257	2
3	2	2	2	66	9
0	3	0	1	289	8
2	0	6	3	215	7
1	0	4	3	251	3
2	1	6	2	107	5
0	1	0	1	251	4
0	3	0	1	262	6
2	0	1	3	28	5
2	3	5	2	81	4
3	0	4	3	175	8
3	2	3	2	77	5
3	1	6	2	35	5
2	3	6	2	9	9
0	3	0	1	266	7
0	2	0	1	232	8
2	3	7	2	8	2
0	2	0	1	210	3
2	0	1	3	118	2
0	3	0	1	269	1
3	2	6	2	37	5
0	2	0	1	197	6
3	2	2	2	8	7
2	1	7	2	310	7
2	3	7	2	1	1
3	2	5	2	127	6
2	1	4	2	287	5
3	1	2	2	178	9
3	1	3	2	159	3
3	0	1	3	264	1
0	2	0	1	265	5
2	0	6	3	256	2
3	2	4	2	22	1
0	3	0	1	259	8
2	0	6	3	252	1
0	1	0	1	171	2
2	3	4	2	162	1
1	3	3	2	67	2
2	3	3	2	295	8
3	0	5	3	91	7
0	3	0	1	290	6
1	2	5	2	40	7
3	0	5	3	135	4
0	1	0	1	289	4
0	2	0	1	288	4
0	3	0	1	155	3
1	0	6	3	262	8
2	1	7	2	251	1
2	3	2	2	21	1
3	1	6	2	293	6
2	3	6	2	217	2
0	1	0	1	253	2
3	0	2	3	161	3
0	3	0	1	205	3
2	3	4	2	249	8
3	1	3	2	95	7
1	3	7	2	300	7
0	3	0	1	247	5
0	2	0	1	89	6
0	3	0	1	184	9
2	1	5	2	13	1
3	0	3	3	156	1
1	0	7	3	3	4
3	1	1	2	266	2
3	2	7	2	193	6
1	3	2	2	53	6
0	2	0	1	110	8
2	1	3	2	187	8
3	1	4	2	97	9
0	3	0	1	80	1
1	0	5	3	106	4
2	1	4	2	176	6
3	0	4	3	258	6
0	1	0	1	94	3
0	1	0	1	312	1
2	3	4	2	60	8
1	2	5	2	284	7
2	1	7	2	43	4
2	3	3	2	213	7
1	2	5	2	14	2
0	2	0	1	141	1
3	2	7	2	109	4
3	1	3	2	14	7
2	0	7	3	91	9
2	3	4	2	199	5
2	3	3	2	25	6
0	3	0	1	124	3
3	0	3	3	32	7
2	0	3	3	195	9
1	3	1	2	91	6
0	2	0	1	242	5
2	3	4	2	212	1
1	0	4	3	307	7
0	1	0	1	299	4
2	1	6	2	117	3
3	1	4	2	48	7
1	0	1	3	43	6
1	2	3	2	240	1
0	3	0	1	38	4
2	0	3	3	209	1
0	3	0	1	10	1
3	0	4	3	90	4
1	3	6	2	59	7
3	2	6	2	211	6
3	0	5	3	228	5
0	3	0	1	211	1
1	3	6	2	24	5
1	3	6	2	241	3
2	1	5	2	56	1
2	1	6	2	88	8
2	0	6	3	198	8
2	1	6	2	99	8
3	2	6	2	256	5
2	1	6	2	207	5
0	1	0	1	17	4
3	0	2	3	272	7
0	1	0	1	252	4
3	1	7	2	217	4
3	0	1	3	279	5
0	2	0	1	294	6
2	0	3	3	179	8
3	1	6	2	154	5
0	1	0	1	249	2
2	0	2	3	246	1
2	1	2	2	27	5
1	0	5	3	58	5
1	3	3	2	226	2
1	3	2	2	192	7
1	3	3	2	110	2
0	1	0	1	192	7
1	3	6	2	180	8
1	0	5	3	86	9
0	1	0	1	20	5
0	3	0	1	123	4
1	0	4	3	294	9
2	1	6	2	32	5
0	2	0	1	255	1
0	3	0	1	236	8
2	0	6	3	20	4
3	1	3	2	214	8
1	0	4	3	212	5
0	3	0	1	80	3
0	1	0	1	139	2
2	0	3	3	38	8
1	2	2	2	111	5
1	0	6	3	209	6
2	0	6	3	148	3
0	3	0	1	1	4
3	0	5	3	68	9
3	2	5	2	224	6
2	1	6	2	214	1
2	1	7	2	220	4
1	0	1	3	248	5
0	2	0	1	177	5
0	1	0	1	2	6
1	2	2	2	31	8
2	1	5	2	204	6
2	0	6	3	206	7
3	1	2	2	214	7
1	2	1	2	299	4
1	0	1	3	165	1
2	1	1	2	186	6
1	0	4	3	300	2
1	2	7	2	37	9
2	1	1	2	304	2
2	1	5	2	165	4
0	1	0	1	118	4
0	2	0	1	148	6
3	0	5	3	277	4
0	1	0	1	191	6
2	1	4	2	126	5
1	3	3	2	256	1
0	2	0	1	136	7
0	3	0	1	187	1
2	1	7	2	297	5
1	2	2	2	182	9
1	0	4	3	204	1
3	1	2	2	306	9
1	2	6	2	71	4
1	3	7	2	124	7
2	1	3	2	87	3
1	3	2	2	103	4
3	2	7	2	299	5
0	2	0	1	235	8
2	0	6	3	296	8
1	0	5	3	64	9
2	0	6	3	294	5
1	2	1	2	69	2
3	1	7	2	109	4
0	1	0	1	215	7
1	0	1	3	89	8
2	0	3	3	130	7
3	2	1	2	170	3
3	2	7	2	192	9
2	0	3	3	67	7
3	2	3	2	286	1
1	2	4	2	155	9
0	3	0	1	229	4
3	2	2	2	258	4
3	0	1	3	52	5
1	3	2	2	90	7
2	0	6	3	99	7
0	1	0	1	184	3
1	2	7	2	300	3
1	2	1	2	265	4
3	0	2	3	253	3
1	3	2	2	121	6
0	3	0	1	219	6
0	2	0	1	66	5
1	2	6	2	236	1
1	2	2	2	6	3
2	1	6	2	294	3
0	1	0	1	305	4
2	3	6	2	64	5
2	1	4	2	207	8
0	1	0	1	100	2
1	2	5	2	167	6
0	1	0	1	269	6
0	1	0	1	196	6
1	0	5	3	220	8
2	3	7	2	306	9
1	3	4	2	46	3
3	2	5	2	305	2
2	1	4	2	18	8
3	2	5	2	106	8
2	0	6	3	310	7
1	2	5	2	17	4
2	1	4	2	81	3
0	2	0	1	26	2
2	0	6	3	223	3
3	1	2	2	247	2
0	3	0	1	172	2
0	1	0	1	55	1
0	3	0	1	267	1
2	3	1	2	224	9
2	0	3	3	230	3
3	2	1	2	67	7
0	3	0	1	111	3
2	3	5	2	202	8
0	3	0	1	72	8
2	0	3	3	103	3
1	0	6	3	216	9
1	3	7	2	93	5
0	2	0	1	17	9
0	1	0	1	282	2
0	2	0	1	267	7
3	2	3	2	183	4
1	3	7	2	218	5
1	0	4	3	146	8
2	0	6	3	170	7
1	2	5	2	59	4
2	1	6	2	108	5
0	3	0	1	41	9
2	3	4	2	297	2
1	2	3	2	205	8
0	3	0	1	221	1
1	0	7	3	230	9
1	3	3	2	190	1
1	3	4	2	124	7
1	2	4	2	21	9
2	1	3	2	81	3
1	3	1	2	86	3
0	2	0	1	77	8
2	0	7	3	93	1
2	0	7	3	272	4
2	1	7	2	24	8
2	0	7	3	200	2
3	2	5	2	307	7
3	2	1	2	269	8
1	0	7	3	273	4
0	2	0	1	113	5
2	3	2	2	160	5
3	2	6	2	291	3
3	2	2	2	76	7
3	0	3	3	109	9
0	3	0	1	234	8
3	2	4	2	303	2
1	3	5	2	225	8
1	0	6	3	156	1
2	1	2	2	142	9
2	0	6	3	284	5
3	0	5	3	56	5
3	0	4	3	281	7
1	2	5	2	60	6
1	3	5	2	296	4
0	3	0	1	249	5
1	3	6	2	255	6
3	2	5	2	237	2
1	3	5	2	285	2
3	1	6	2	190	4
1	0	7	3	202	5
2	0	6	3	148	5
0	1	0	1	270	6
2	3	6	2	213	3
0	2	0	1	239	7
3	0	5	3	232	6
3	1	7	2	58	2
3	0	2	3	228	1
0	1	0	1	49	8
1	0	6	3	300	4
2	0	6	3	305	8
3	1	7	2	170	7
1	3	7	2	284	6
2	0	2	3	177	5
0	2	0	1	135	3
2	1	1	2	18	2
2	3	1	2	281	6
0	1	0	1	57	7
1	3	3	2	129	5
2	1	5	2	222	1
1	3	4	2	146	8
1	2	4	2	293	9
0	2	0	1	288	9
3	1	3	2	55	9
0	1	0	1	136	7
1	3	2	2	297	9
2	1	4	2	2	4
3	1	5	2	33	8
3	2	6	2	110	4
3	2	3	2	301	8
3	1	5	2	106	6
0	2	0	1	308	9
2	1	6	2	218	6
3	1	3	2	278	7
2	1	7	2	159	1
2	1	2	2	277	3
2	3	6	2	118	8
0	2	0	1	241	7
0	3	0	1	2	7
2	0	1	3	16	8
1	3	1	2	164	8
1	3	6	2	28	2
1	2	6	2	136	3
1	0	6	3	255	5
2	1	6	2	173	9
0	2	0	1	41	9
3	2	6	2	68	3
3	2	3	2	210	2
3	1	5	2	18	4
1	2	3	2	195	1
1	3	6	2	86	9
3	1	3	2	185	9
2	3	7	2	67	1
1	3	7	2	75	7
2	3	1	2	270	1
1	0	1	3	58	2
2	1	2	2	73	3
0	2	0	1	79	3
3	2	4	2	58	8
2	0	6	3	130	2
1	3	1	2	218	3
1	0	1	3	83	1
2	3	1	2	252	4
0	3	0	1	202	3
0	1	0	1	309	5
0	2	0	1	258	2
3	2	4	2	93	4
1	3	2	2	240	1
3	2	7	2	258	3
2	0	3	3	313	5
0	3	0	1	35	9
0	3	0	1	240	8
1	2	4	2	116	9
2	0	1	3	95	7
2	0	1	3	115	3
1	2	1	2	41	4
1	0	1	3	191	4
2	1	2	2	161	9
1	3	6	2	255	7
2	1	4	2	224	9
0	1	0	1	247	5
1	0	6	3	161	5
1	0	1	3	126	4
0	1	0	1	125	4
2	1	3	2	240	7
2	3	1	2	66	3
1	0	4	3	108	9
3	2	4	2	8	7
0	3	0	1	195	1
3	1	6	2	194	5
0	3	0	1	43	7
0	2	0	1	65	5
3	1	4	2	293	7
0	3	0	1	75	5
0	2	0	1	185	4
2	1	7	2	302	9
2	3	2	2	128	1
2	3	3	2	2	9
2	0	3	3	205	7
0	1	0	1	10	7
2	1	4	2	100	2
2	3	1	2	273	9
2	1	2	2	144	1
2	3	6	2	221	7
2	0	1	3	79	2
0	3	0	1	262	2
1	0	4	3	216	3
1	0	4	3	169	7
3	1	4	2	219	3
2	1	5	2	284	6
3	2	2	2	260	6
3	0	5	3	252	4
3	1	6	2	95	3
2	0	6	3	3	1
0	1	0	1	265	6
3	2	3	2	47	3
0	1	0	1	144	8
2	1	7	2	21	7
3	2	2	2	223	1
3	1	7	2	249	4
3	1	2	2	52	7
2	1	5	2	248	2
3	0	3	3	167	5
3	1	2	2	307	3
3	2	5	2	43	5
0	1	0	1	100	4
3	1	7	2	78	3
1	2	7	2	86	2
0	2	0	1	210	3
0	1	0	1	302	3
3	1	1	2	217	4
0	1	0	1	246	4
3	1	6	2	234	4
1	2	5	2	244	9
1	3	7	2	41	8
2	1	3	2	189	8
0	3	0	1	157	7
1	2	3	2	283	9
3	1	7	2	120	5
0	1	0	1	89	3
1	3	5	2	38	9
1	3	1	2	217	2
1	2	1	2	102	3
3	1	4	2	65	1
0	3	0	1	83	2
0	2	0	1	17	2
2	1	3	2	66	5
3	0	3	3	78	8
1	3	2	2	241	7
0	2	0	1	93	3
1	0	6	3	235	2
3	1	5	2	164	4
1	3	2	2	193	5
2	1	3	2	73	8
1	2	4	2	314	3
1	2	1	2	114	7
1	3	4	2	131	3
0	3	0	1	252	7
3	0	2	3	73	2
3	2	5	2	63	2
1	2	7	2	137	1
1	0	4	3	195	8
2	3	5	2	3	4
0	1	0	1	133	4
2	0	1	3	289	6
2	0	7	3	220	3
3	2	1	2	144	3
3	1	6	2	52	7
1	0	6	3	135	2
0	2	0	1	222	4
0	2	0	1	99	5
0	1	0	1	33	7
3	0	1	3	7	4
2	0	1	3	139	7
3	1	6	2	266	5
0	2	0	1	206	9
0	3	0	1	138	7
0	1	0	1	297	8
0	2	0	1	129	5
2	0	2	3	278	1
1	3	4	2	136	6
0	2	0	1	10	2
0	2	0	1	299	6
3	2	7	2	24	8
1	0	5	3	116	7
0	2	0	1	104	9
2	1	2	2	32	1
0	1	0	1	62	1
2	1	7	2	195	6
0	1	0	1	210	1
3	0	4	3	55	2
2	0	7	3	32	7
3	2	1	2	251	2
1	2	1	2	75	9
2	3	3	2	186	6
1	0	7	3	247	9
3	2	5	2	229	2
3	0	1	3	21	8
2	3	1	2	185	1
2	3	6	2	271	1
0	2	0	1	179	5
3	1	4	2	245	8
1	2	1	2	58	1
3	1	4	2	20	5
0	1	0	1	200	3
0	1	0	1	201	2
3	2	4	2	204	1
2	3	4	2	311	6
0	3	0	1	66	3
2	0	3	3	208	5
0	2	0	1	279	2
0	2	0	1	95	3
2	3	4	2	287	6
3	2	3	2	140	1
2	1	3	2	159	7
1	0	5	3	42	1
0	2	0	1	193	2
2	0	3	3	15	6
2	1	4	2	50	1
1	2	7	2	214	3
3	1	6	2	87	3
0	2	0	1	279	4
2	1	4	2	118	6
3	0	4	3	283	1
2	1	5	2	195	8
0	2	0	1	165	5
1	0	7	3	82	5
1	0	5	3	20	7
1	0	5	3	179	1
1	2	1	2	39	2
3	0	2	3	251	1
0	3	0	1	255	1
2	1	3	2	272	9
3	0	2	3	133	7
2	1	4	2	284	7
0	2	0	1	251	6
2	0	7	3	185	4
3	2	6	2	215	8
2	1	2	2	264	1
3	0	3	3	171	1
3	2	5	2	92	1
3	2	3	2	44	1
0	1	0	1	230	2
1	3	7	2	113	8
0	2	0	1	6	7
1	0	1	3	38	9
2	1	6	2	263	3
0	1	0	1	137	4
3	1	6	2	100	9
0	1	0	1	212	5
0	2	0	1	65	4
2	0	1	3	114	5
1	3	4	2	181	6
1	0	4	3	137	7
0	3	0	1	285	6
1	2	5	2	49	2
2	1	6	2	138	9
2	1	1	2	125	1
2	1	3	2	175	7
1	3	2	2	22	2
2	0	3	3	144	6
2	1	5	2	235	7
3	1	1	2	308	5
1	2	7	2	2	3
1	2	4	2	55	6
1	3	5	2	106	2
1	3	6	2	288	7
2	3	4	2	138	7
0	2	0	1	184	1
0	3	0	1	55	2
2	0	1	3	82	7
1	3	7	2	20	8
3	2	5	2	90	7
3	2	1	2	50	5
2	1	4	2	15	7
2	1	6	2	170	5
3	2	2	2	228	9
1	2	2	2	228	7
0	1	0	1	19	8
3	1	7	2	241	6
2	3	6	2	9	5
2	3	4	2	144	8
1	2	1	2	226	8
2	0	7	3	133	5
2	3	2	2	79	5
1	2	2	2	273	2
0	1	0	1	108	2
3	1	4	2	266	4
0	1	0	1	99	9
0	1	0	1	248	3
1	2	6	2	254	9
3	0	5	3	236	8
0	2	0	1	26	9
3	0	3	3	263	5
0	3	0	1	286	6
2	1	4	2	254	4
2	0	3	3	188	6
3	2	3	2	316	2
2	3	3	2	171	7
2	1	2	2	79	9
0	2	0	1	314	2
2	0	7	3	240	8
3	0	2	3	251	9
1	0	7	3	58	4
1	3	6	2	302	9
1	3	4	2	143	3
2	1	1	2	72	4
3	2	5	2	287	2
0	3	0	1	256	2
1	2	6	2	73	7
0	1	0	1	54	7
2	0	1	3	301	1
3	0	2	3	294	3
1	3	1	2	230	8
1	3	2	2	285	2
0	3	0	1	76	4
1	2	4	2	253	4
1	0	6	3	73	1
1	3	3	2	229	3
1	0	7	3	158	1
3	1	7	2	281	4
2	1	5	2	282	4
2	0	7	3	286	7
1	2	2	2	149	5
2	0	3	3	205	4
2	0	1	3	152	1
2	0	7	3	82	4
1	0	4	3	249	7
3	0	2	3	234	8
3	2	1	2	19	3
3	0	1	3	206	6
1	0	1	3	312	3
0	2	0	1	296	2
3	0	3	3	148	7
0	3	0	1	93	1
1	2	1	2	270	3
3	0	1	3	191	2
1	0	6	3	77	4
2	1	1	2	177	2
2	1	2	2	316	2
2	3	1	2	44	2
1	3	5	2	65	9
3	2	2	2	138	6
1	0	7	3	83	6
0	2	0	1	235	4
0	2	0	1	78	2
0	1	0	1	230	8
2	0	1	3	58	2
1	2	3	2	57	6
0	3	0	1	70	5
0	2	0	1	294	7
1	0	6	3	268	4
0	1	0	1	277	9
3	1	1	2	172	3
3	0	1	3	75	8
3	0	3	3	277	4
1	2	1	2	82	9
3	1	3	2	162	5
1	3	7	2	14	8
3	0	3	3	262	6
2	3	5	2	201	9
3	0	4	3	122	3
0	3	0	1	222	1
1	0	7	3	82	7
1	3	3	2	287	1
2	3	4	2	304	4
2	3	2	2	297	7
3	1	1	2	52	3
2	1	5	2	244	7
0	2	0	1	144	1
2	0	7	3	48	7
0	3	0	1	184	1
0	1	0	1	308	6
2	3	7	2	20	6
2	1	4	2	103	1
1	3	6	2	191	1
2	1	5	2	91	1
1	2	3	2	107	4
1	3	7	2	203	3
1	0	1	3	170	9
3	0	5	3	83	3
