2	1	5	2	256	8
2	0	3	3	127	4
3	2	1	2	176	8
3	1	1	2	83	32
0	1	0	1	243	4
2	0	3	3	109	32
2	1	3	2	216	4
1	0	1	3	63	3
1	0	7	3	131	3
2	1	4	2	143	3
1	3	4	2	206	8
2	1	4	2	160	8
3	0	5	3	27	4
3	1	6	2	203	4
2	3	3	2	250	8
3	1	6	2	206	4
0	1	0	1	225	32
0	1	0	1	44	3
2	3	1	2	218	4
1	2	1	2	161	3
1	3	2	2	41	3
0	1	0	1	190	32
1	3	4	2	229	32
3	2	4	2	99	8
0	1	0	1	290	4
1	0	6	3	196	4
0	1	0	1	294	3
2	1	1	2	186	8
0	2	0	1	296	8
1	3	6	2	162	4
2	3	3	2	175	32
1	2	2	2	119	3
1	3	2	2	283	8
1	2	1	2	31	4
3	0	5	3	179	8
0	2	0	1	315	4
1	2	5	2	21	32
1	2	5	2	270	3
3	2	6	2	73	8
0	1	0	1	250	4
3	0	5	3	184	32
1	2	5	2	314	4
3	1	3	2	111	4
1	0	5	3	76	32
3	1	4	2	273	4
2	3	2	2	188	4
0	1	0	1	250	8
2	0	6	3	145	8
0	1	0	1	314	4
1	0	7	3	286	32
1	0	4	3	250	4
2	0	3	3	239	8
1	3	2	2	187	32
2	1	7	2	119	4
1	0	5	3	2	3
3	0	1	3	236	4
3	1	2	2	260	4
1	0	7	3	316	3
1	0	7	3	241	3
3	2	4	2	99	8
0	3	0	1	227	4
0	3	0	1	133	4
3	1	5	2	102	4
1	3	4	2	153	4
1	3	3	2	272	3
2	3	2	2	17	8
3	2	3	2	136	32
3	1	7	2	90	3
0	1	0	1	227	3
0	2	0	1	111	4
3	2	7	2	58	32
1	3	3	2	9	4
2	0	1	3	82	8
1	2	4	2	262	8
3	0	1	3	80	8
2	0	2	3	249	4
1	3	2	2	178	3
2	3	6	2	16	8
2	1	1	2	222	32
1	3	5	2	265	32
2	0	7	3	229	8
0	1	0	1	206	8
2	0	1	3	156	3
1	3	7	2	178	4
3	0	2	3	237	8
3	1	2	2	203	32
0	2	0	1	106	3
0	2	0	1	283	4
0	1	0	1	243	8
0	1	0	1	28	32
3	1	7	2	70	8
2	3	1	2	159	4
1	3	1	2	176	8
2	1	5	2	90	8
3	1	6	2	254	32
2	0	3	3	283	32
0	1	0	1	78	32
0	2	0	1	32	32
3	1	3	2	277	32
2	0	1	3	94	32
1	0	1	3	103	32
3	0	1	3	284	8
2	1	7	2	279	3
3	0	4	3	204	8
2	0	7	3	230	3
2	1	3	2	211	3
2	3	3	2	256	3
1	0	5	3	266	32
1	3	3	2	249	32
3	1	2	2	30	4
3	0	2	3	157	3
3	0	5	3	150	4
2	0	7	3	172	8
1	3	1	2	35	4
0	1	0	1	78	32
3	2	3	2	161	3
1	2	5	2	97	3
1	2	5	2	214	3
2	3	4	2	85	3
3	2	1	2	76	32
3	2	5	2	16	4
1	2	5	2	191	3
1	0	1	3	228	3
1	0	1	3	47	8
1	3	3	2	243	32
1	0	6	3	315	3
2	0	2	3	50	8
0	3	0	1	6	4
2	0	1	3	34	32
0	3	0	1	159	32
2	3	4	2	166	8
0	1	0	1	146	32
2	0	3	3	273	4
2	1	1	2	227	8
1	0	6	3	108	8
