1node1	2node2	3port	4operation	5startwave	6bandwidth
1	0	4	3	164	2
3	1	4	2	48	1
2	0	6	3	146	2
2	3	3	2	128	2
2	0	2	3	65	2
0	1	0	1	79	1
1	3	3	2	216	1
2	0	2	3	218	2
1	0	7	3	102	2
0	1	0	1	117	2
3	1	4	2	109	1
0	1	0	1	122	1
0	2	0	1	312	2
2	0	3	3	217	2
0	3	0	1	203	2
3	2	6	2	22	2
0	1	0	1	233	1
1	2	6	2	260	1
0	1	0	1	86	2
0	3	0	1	188	2
1	2	4	2	258	2
2	0	2	3	143	1
2	0	7	3	88	1
0	3	0	1	33	1
1	3	6	2	233	2
3	0	4	3	274	2
1	2	5	2	197	1
0	2	0	1	304	2
1	3	2	2	184	2
0	3	0	1	24	1
3	0	1	3	4	2
2	0	6	3	139	2
0	1	0	1	304	2
0	3	0	1	215	1
0	2	0	1	34	1
1	3	7	2	192	1
2	3	2	2	284	1
1	2	1	2	199	1
3	2	3	2	232	1
3	1	7	2	154	1
0	3	0	1	307	1
2	0	6	3	57	2
2	1	2	2	50	1
3	1	4	2	37	2
0	2	0	1	311	2
3	0	2	3	310	2
2	1	7	2	193	1
1	2	4	2	248	1
1	3	5	2	45	1
3	2	7	2	161	1
0	3	0	1	80	2
2	0	1	3	252	2
3	2	3	2	70	2
1	2	1	2	140	1
2	0	2	3	290	1
3	0	3	3	165	2
0	2	0	1	222	1
0	3	0	1	218	1
0	3	0	1	306	1
0	1	0	1	154	1
0	1	0	1	78	2
3	2	1	2	29	1
0	2	0	1	158	2
0	2	0	1	151	2
2	0	1	3	163	2
3	2	3	2	137	1
1	0	4	3	67	1
0	2	0	1	268	1
0	3	0	1	93	2
3	2	5	2	75	1
2	3	6	2	20	2
1	2	7	2	298	1
0	3	0	1	145	1
3	1	6	2	182	2
1	0	6	3	283	1
3	2	1	2	203	2
2	3	1	2	308	2
2	3	2	2	221	1
1	3	7	2	143	1
3	2	1	2	253	1
2	1	2	2	301	1
0	1	0	1	284	1
2	3	4	2	301	2
1	0	4	3	272	1
1	0	1	3	222	1
3	1	7	2	93	2
2	3	2	2	5	2
1	2	7	2	30	2
3	1	3	2	108	1
1	0	7	3	214	1
0	1	0	1	172	1
0	2	0	1	7	2
1	0	1	3	294	1
0	2	0	1	30	2
2	3	7	2	211	1
3	2	4	2	195	1
3	1	7	2	52	1
3	1	1	2	303	2
2	0	3	3	254	2
2	1	2	2	169	2
2	3	4	2	185	2
2	3	1	2	258	1
1	0	7	3	0	1
0	3	0	1	137	1
3	0	5	3	105	2
2	0	7	3	27	1
2	0	2	3	61	1
0	3	0	1	85	2
1	2	3	2	145	2
3	0	4	3	38	1
2	0	7	3	53	1
0	3	0	1	234	2
3	0	5	3	165	2
0	3	0	1	101	2
3	2	3	2	294	1
1	3	1	2	262	1
3	0	3	3	87	1
1	3	7	2	143	1
0	2	0	1	202	2
1	3	1	2	206	1
1	2	5	2	276	2
1	3	7	2	87	1
1	3	7	2	274	1
3	2	1	2	182	2
2	3	7	2	313	1
1	3	7	2	287	1
0	2	0	1	138	2
3	0	3	3	12	2
3	2	3	2	313	1
3	2	2	2	134	2
3	1	3	2	85	2
3	1	7	2	224	1
3	0	4	3	277	1
1	3	2	2	235	2
1	2	7	2	28	1
0	2	0	1	216	2
2	0	2	3	282	2
3	1	4	2	177	2
0	2	0	1	272	2
2	0	7	3	250	2
0	1	0	1	43	2
1	3	5	2	25	2
1	3	2	2	69	2
2	1	1	2	202	2
0	1	0	1	3	2
2	0	1	3	70	2
3	2	5	2	104	2
0	2	0	1	257	2
3	1	4	2	129	2
1	3	4	2	208	1
1	2	5	2	11	2
0	1	0	1	31	2
1	0	1	3	268	2
0	3	0	1	213	2
2	3	4	2	127	1
2	0	7	3	34	1
0	2	0	1	30	2
0	1	0	1	67	1
1	3	5	2	4	2
1	0	7	3	275	2
3	2	3	2	177	2
3	2	3	2	275	2
3	2	2	2	93	2
1	2	7	2	147	1
3	0	4	3	295	2
1	0	6	3	264	2
1	2	1	2	113	1
1	2	5	2	207	2
0	1	0	1	305	1
0	2	0	1	60	2
2	0	3	3	285	2
3	1	5	2	206	2
2	3	7	2	309	2
1	3	4	2	79	2
2	0	6	3	211	2
2	1	3	2	48	1
0	1	0	1	69	1
1	3	5	2	81	1
2	3	1	2	142	1
0	1	0	1	299	1
3	1	5	2	172	2
1	2	6	2	303	1
0	1	0	1	66	2
0	1	0	1	17	1
2	3	3	2	32	1
1	0	4	3	235	1
0	2	0	1	13	1
1	0	6	3	293	2
3	0	1	3	316	1
2	1	2	2	119	1
3	2	2	2	217	1
3	1	7	2	3	2
1	3	4	2	55	2
0	2	0	1	178	2
3	0	4	3	58	1
1	3	5	2	104	1
1	0	5	3	2	1
2	3	3	2	70	2
1	3	7	2	142	2
0	1	0	1	150	2
0	2	0	1	13	2
1	0	7	3	253	1
0	2	0	1	242	2
2	1	6	2	289	2
3	1	4	2	38	1
0	3	0	1	197	1
2	3	3	2	283	2
3	1	2	2	71	1
0	1	0	1	198	2
2	3	2	2	307	1
0	3	0	1	314	1
0	3	0	1	282	1
2	3	7	2	51	2
1	2	2	2	239	2
1	2	4	2	14	1
2	1	1	2	123	2
3	1	7	2	278	1
3	1	3	2	264	2
3	2	2	2	45	2
2	1	1	2	85	2
1	2	4	2	157	1
1	2	1	2	262	2
2	3	2	2	26	2
0	3	0	1	46	2
2	1	3	2	203	1
2	3	2	2	70	1
1	3	1	2	260	1
1	2	5	2	108	1
0	2	0	1	222	1
2	0	7	3	115	2
1	3	4	2	59	1
0	2	0	1	2	1
3	0	3	3	71	2
3	1	1	2	72	1
3	0	4	3	293	1
0	2	0	1	213	2
2	3	4	2	133	1
0	1	0	1	113	2
0	2	0	1	0	1
1	3	5	2	248	2
3	0	3	3	51	1
3	0	2	3	158	1
1	0	1	3	4	2
0	1	0	1	111	2
1	0	7	3	39	2
3	0	5	3	300	1
0	2	0	1	100	1
1	3	5	2	202	2
2	0	3	3	266	1
1	3	5	2	19	1
1	2	3	2	34	2
2	1	5	2	69	1
0	3	0	1	298	2
3	2	4	2	3	2
2	0	6	3	192	2
3	0	1	3	266	2
2	1	1	2	39	2
0	1	0	1	94	2
1	0	5	3	285	1
1	3	1	2	318	2
3	0	5	3	241	1
1	2	5	2	143	1
2	0	6	3	234	1
3	0	5	3	166	2
3	2	3	2	123	1
3	2	2	2	128	2
2	1	2	2	312	2
2	3	1	2	105	2
0	3	0	1	243	1
2	0	7	3	151	2
1	0	4	3	59	2
1	3	1	2	125	2
3	1	4	2	76	1
2	3	3	2	79	2
0	1	0	1	101	1
2	3	5	2	87	2
2	3	4	2	169	1
0	1	0	1	175	1
0	3	0	1	145	1
3	1	6	2	299	2
0	3	0	1	183	2
1	0	1	3	75	2
0	3	0	1	261	1
3	1	1	2	203	2
1	3	5	2	4	2
2	3	4	2	262	1
0	1	0	1	273	1
2	0	1	3	292	2
1	3	4	2	66	2
3	0	4	3	166	1
2	3	4	2	271	2
0	2	0	1	185	2
0	1	0	1	85	2
1	2	4	2	128	2
2	3	2	2	59	1
2	3	6	2	99	1
2	0	7	3	233	1
2	3	6	2	210	2
3	2	6	2	43	1
1	3	3	2	84	1
3	0	5	3	265	1
2	0	6	3	99	1
3	2	7	2	42	2
0	3	0	1	207	1
2	3	3	2	207	2
3	0	1	3	70	1
0	2	0	1	41	2
0	1	0	1	185	2
0	3	0	1	268	1
0	1	0	1	317	2
0	2	0	1	262	1
0	3	0	1	232	2
1	2	1	2	55	1
1	0	7	3	162	1
0	1	0	1	230	2
3	1	6	2	204	2
1	0	4	3	110	2
3	1	5	2	154	1
0	1	0	1	165	1
0	3	0	1	21	2
0	2	0	1	294	2
3	1	2	2	84	2
1	0	6	3	74	2
1	2	2	2	24	1
0	1	0	1	107	2
0	2	0	1	233	2
1	2	4	2	126	1
0	2	0	1	82	1
2	0	6	3	254	2
2	3	5	2	189	2
1	3	5	2	173	2
0	2	0	1	85	2
0	3	0	1	90	2
3	2	3	2	76	1
3	1	2	2	46	2
2	3	5	2	232	2
3	1	4	2	11	1
0	2	0	1	36	1
3	2	1	2	167	1
2	1	1	2	99	2
3	0	1	3	78	2
0	3	0	1	213	1
3	0	5	3	69	1
3	0	4	3	81	1
1	2	3	2	96	1
1	2	1	2	99	1
2	0	6	3	318	1
0	2	0	1	181	1
1	0	1	3	270	1
0	1	0	1	62	1
1	0	7	3	159	1
1	0	4	3	286	2
1	3	7	2	125	2
2	1	4	2	294	2
1	2	6	2	105	2
1	2	7	2	245	1
3	0	2	3	134	2
3	0	4	3	13	1
1	3	5	2	240	2
1	2	6	2	34	1
0	1	0	1	145	2
2	3	5	2	51	2
0	3	0	1	292	2
0	2	0	1	43	2
3	1	5	2	109	1
0	1	0	1	106	2
0	1	0	1	199	2
3	2	2	2	122	2
3	0	4	3	212	1
3	1	2	2	188	2
3	0	5	3	6	1
3	1	2	2	240	2
0	3	0	1	107	1
1	3	5	2	87	1
2	1	3	2	172	2
2	3	7	2	233	2
1	2	2	2	22	2
