1node1	2node2	3port	4operation	5startwave	6bandwidth
1	2	4	2	92	3
0	3	0	1	231	5
0	1	0	1	6	5
2	0	6	3	21	3
3	0	1	3	150	5
1	0	6	3	225	2
2	1	7	2	82	1
1	0	6	3	203	1
0	3	0	1	100	2
2	1	7	2	96	5
1	0	6	3	198	1
3	0	4	3	130	1
2	1	4	2	179	1
2	3	7	2	115	4
3	2	4	2	237	1
1	2	5	2	18	1
3	1	7	2	71	5
1	3	4	2	149	1
1	3	1	2	25	2
3	0	2	3	230	3
1	2	1	2	232	2
2	1	5	2	161	4
1	3	5	2	207	3
0	2	0	1	167	3
3	0	2	3	45	5
2	0	2	3	189	2
2	1	3	2	174	2
1	2	7	2	72	4
1	0	7	3	220	5
0	1	0	1	94	2
1	0	5	3	204	5
3	0	5	3	84	3
3	2	2	2	57	3
0	1	0	1	251	5
3	0	5	3	264	3
0	2	0	1	229	2
2	3	7	2	90	2
1	2	6	2	177	3
0	2	0	1	33	2
3	2	4	2	317	3
3	1	1	2	154	2
3	1	2	2	23	2
2	0	3	3	160	3
0	1	0	1	145	1
1	0	4	3	143	2
1	3	2	2	318	2
0	3	0	1	124	2
3	0	2	3	209	5
2	1	3	2	246	5
3	1	7	2	227	1
2	3	3	2	39	4
3	2	5	2	194	3
1	3	1	2	188	1
1	3	6	2	147	5
1	3	1	2	192	1
1	3	1	2	151	2
0	2	0	1	307	1
0	3	0	1	136	5
2	3	4	2	11	2
0	1	0	1	141	1
3	0	1	3	3	5
3	2	1	2	146	5
1	3	7	2	196	2
0	1	0	1	29	2
2	3	7	2	177	3
1	3	2	2	118	4
2	3	2	2	193	4
2	1	5	2	5	4
2	1	6	2	179	5
3	2	4	2	90	3
0	1	0	1	49	2
0	3	0	1	210	1
1	2	5	2	73	1
0	2	0	1	159	5
0	2	0	1	293	4
2	3	5	2	215	4
0	3	0	1	25	5
2	1	6	2	220	4
0	1	0	1	166	3
1	2	1	2	270	4
3	2	5	2	156	2
2	1	7	2	280	1
1	2	2	2	239	3
0	3	0	1	202	3
1	0	1	3	3	2
3	2	1	2	78	3
2	3	3	2	56	4
0	2	0	1	204	2
0	1	0	1	280	2
3	0	4	3	205	4
2	3	1	2	204	3
1	3	1	2	277	1
1	3	1	2	92	4
1	0	4	3	184	2
3	0	5	3	45	4
2	1	2	2	207	3
3	0	3	3	142	1
3	0	4	3	274	3
3	2	6	2	134	2
1	0	4	3	163	2
3	1	3	2	259	2
2	3	5	2	9	1
0	2	0	1	296	1
2	1	4	2	174	3
3	0	2	3	42	4
0	2	0	1	167	1
1	0	1	3	311	4
1	3	2	2	8	1
1	2	6	2	231	2
1	3	3	2	221	1
1	0	6	3	290	3
0	2	0	1	146	1
2	1	1	2	208	1
2	1	4	2	41	2
2	0	2	3	171	2
0	3	0	1	82	2
1	3	3	2	231	1
0	2	0	1	269	5
2	1	4	2	179	4
2	1	3	2	69	4
0	3	0	1	54	2
2	3	1	2	120	4
1	3	7	2	162	3
1	3	3	2	216	5
3	1	6	2	8	4
0	1	0	1	172	4
3	0	1	3	140	1
2	3	7	2	162	2
2	3	4	2	285	4
0	2	0	1	226	2
3	1	4	2	248	1
0	3	0	1	157	3
3	0	4	3	180	4
1	0	7	3	110	4
1	2	5	2	75	4
3	1	3	2	279	4
1	2	6	2	60	1
0	2	0	1	132	1
1	2	3	2	257	5
0	1	0	1	206	3
2	3	3	2	46	5
1	3	1	2	163	3
2	3	5	2	215	5
3	2	2	2	45	3
0	1	0	1	83	4
2	1	7	2	84	3
2	1	1	2	1	4
2	3	4	2	57	3
1	2	2	2	59	1
3	1	5	2	256	1
3	1	6	2	248	3
1	3	7	2	270	2
2	3	6	2	90	3
1	2	2	2	193	4
1	2	2	2	54	5
2	3	5	2	176	1
2	0	3	3	288	3
0	2	0	1	165	2
1	3	2	2	137	1
1	3	2	2	65	3
0	2	0	1	160	1
1	3	4	2	26	5
2	3	2	2	132	4
0	2	0	1	253	5
1	2	6	2	150	3
2	0	2	3	122	3
0	2	0	1	71	2
0	2	0	1	307	5
2	0	3	3	245	5
1	0	6	3	1	1
1	3	5	2	291	3
2	3	6	2	280	4
2	0	3	3	118	4
0	3	0	1	199	5
2	0	1	3	51	5
2	0	2	3	310	2
3	1	1	2	123	2
1	3	5	2	217	3
0	3	0	1	202	3
2	3	6	2	172	4
3	2	5	2	305	3
1	3	1	2	285	1
1	0	4	3	123	5
3	0	5	3	122	1
1	2	6	2	71	4
3	1	7	2	284	1
2	1	4	2	74	5
2	3	5	2	219	2
1	2	2	2	118	2
2	3	6	2	310	5
3	0	1	3	184	1
1	0	4	3	218	2
3	2	5	2	1	2
2	3	4	2	241	3
2	3	2	2	282	1
3	0	3	3	280	5
3	0	1	3	29	3
0	1	0	1	176	1
0	2	0	1	36	5
3	1	5	2	45	3
2	3	5	2	210	5
2	3	5	2	79	3
0	1	0	1	313	4
2	3	5	2	108	2
3	2	6	2	172	4
2	3	3	2	289	5
3	2	3	2	66	1
1	2	1	2	21	4
2	1	7	2	10	1
3	2	4	2	12	2
2	0	1	3	90	2
1	3	4	2	259	4
3	1	3	2	301	2
3	0	5	3	181	3
1	0	7	3	189	3
1	3	3	2	226	1
0	1	0	1	226	1
1	2	2	2	169	5
0	3	0	1	88	2
1	2	6	2	280	2
2	1	1	2	279	1
3	2	2	2	4	4
0	2	0	1	75	4
1	3	5	2	105	1
0	3	0	1	249	3
0	1	0	1	99	2
2	0	7	3	293	1
3	1	2	2	7	1
1	0	5	3	248	3
2	3	5	2	93	2
0	2	0	1	83	3
1	0	5	3	19	1
2	0	6	3	280	2
0	3	0	1	307	4
2	1	2	2	85	2
1	2	7	2	93	2
1	3	3	2	237	4
0	1	0	1	135	2
3	2	2	2	72	3
2	0	7	3	107	3
1	0	4	3	26	4
3	1	3	2	216	5
3	1	3	2	308	4
2	1	7	2	46	1
3	2	4	2	120	5
1	2	5	2	39	2
0	1	0	1	179	2
3	0	1	3	247	3
3	1	1	2	315	3
1	0	6	3	270	1
1	2	4	2	168	1
2	1	2	2	77	4
1	3	5	2	308	4
1	2	7	2	9	3
0	1	0	1	54	3
0	3	0	1	24	5
0	1	0	1	288	2
0	3	0	1	33	3
0	1	0	1	292	2
1	3	6	2	78	1
0	3	0	1	211	4
1	3	2	2	55	2
1	0	1	3	14	5
3	1	7	2	317	2
2	0	1	3	242	4
0	3	0	1	159	1
3	0	1	3	173	3
3	0	2	3	112	2
0	2	0	1	77	3
0	3	0	1	242	5
1	2	3	2	260	3
2	1	6	2	84	2
3	0	3	3	294	1
3	2	6	2	282	4
3	0	2	3	116	4
3	1	4	2	225	4
3	2	2	2	295	1
0	1	0	1	142	3
2	3	3	2	98	2
2	3	2	2	66	2
0	3	0	1	213	2
3	2	5	2	206	3
1	2	1	2	121	5
1	2	4	2	196	2
1	0	7	3	160	4
2	3	1	2	58	2
3	1	5	2	164	5
0	2	0	1	296	1
0	1	0	1	228	2
3	0	2	3	184	2
1	3	6	2	90	2
1	2	3	2	31	1
2	1	3	2	108	4
2	3	2	2	220	4
3	1	3	2	234	3
0	1	0	1	171	5
1	0	7	3	150	4
0	3	0	1	143	3
3	1	3	2	36	1
1	0	7	3	156	2
3	1	5	2	119	3
1	2	1	2	285	3
3	2	4	2	210	4
1	2	5	2	97	2
2	3	3	2	14	4
3	1	7	2	259	4
2	1	3	2	84	4
3	0	1	3	243	5
1	3	5	2	80	2
2	3	7	2	99	2
1	2	3	2	285	5
3	1	2	2	26	3
0	3	0	1	215	5
3	2	4	2	237	1
0	3	0	1	10	2
2	1	4	2	166	5
3	0	5	3	208	1
2	0	1	3	56	2
1	2	6	2	112	2
2	3	4	2	236	5
1	0	1	3	32	2
3	0	1	3	69	3
0	3	0	1	111	1
3	2	4	2	254	4
3	2	6	2	215	2
2	3	3	2	234	3
3	2	5	2	20	3
2	1	2	2	225	2
0	1	0	1	249	1
3	1	1	2	75	2
3	1	4	2	31	1
0	3	0	1	290	4
0	1	0	1	20	4
2	1	1	2	49	2
1	3	4	2	39	1
1	0	4	3	68	3
3	0	4	3	71	2
2	0	3	3	289	1
1	3	4	2	26	2
2	0	6	3	191	4
2	3	1	2	59	3
3	0	4	3	205	1
1	3	6	2	219	2
0	3	0	1	247	5
2	3	4	2	160	4
1	0	1	3	18	1
2	1	6	2	291	1
1	3	2	2	187	2
3	0	4	3	41	3
0	3	0	1	237	2
2	0	7	3	291	5
3	2	7	2	187	1
0	1	0	1	217	2
0	2	0	1	279	5
0	1	0	1	185	4
2	1	3	2	91	2
0	2	0	1	220	3
1	2	5	2	256	3
0	1	0	1	44	3
0	3	0	1	297	2
0	1	0	1	233	1
2	3	5	2	222	3
3	2	2	2	34	4
0	2	0	1	201	1
0	2	0	1	111	2
1	2	6	2	113	5
3	0	4	3	29	2
2	0	6	3	271	1
0	2	0	1	46	5
1	2	4	2	77	3
3	2	4	2	166	3
1	2	4	2	99	1
2	1	3	2	77	3
3	2	6	2	91	2
1	3	2	2	125	2
1	3	7	2	75	1
0	2	0	1	297	1
3	0	1	3	220	2
2	3	4	2	141	2
0	2	0	1	179	1
3	1	7	2	49	4
2	0	2	3	302	1
0	1	0	1	168	1
2	0	2	3	252	3
2	1	3	2	317	1
1	0	1	3	284	1
1	0	1	3	122	4
2	0	7	3	296	2
2	0	2	3	11	2
3	0	3	3	204	4
2	0	7	3	140	4
0	3	0	1	107	1
2	3	3	2	193	1
3	1	7	2	124	5
1	0	4	3	134	1
1	0	5	3	304	5
2	1	5	2	258	4
2	3	3	2	210	4
0	2	0	1	256	1
1	2	1	2	101	3
3	1	5	2	286	2
2	3	6	2	42	4
0	1	0	1	173	2
2	0	1	3	213	3
2	1	7	2	316	3
3	2	6	2	150	5
0	3	0	1	183	1
0	3	0	1	129	4
3	1	7	2	236	4
2	0	7	3	208	1
1	2	7	2	282	3
2	1	7	2	51	2
2	3	4	2	281	3
2	0	7	3	217	1
1	3	1	2	56	4
3	0	1	3	81	3
0	2	0	1	238	2
0	2	0	1	147	4
3	1	2	2	225	5
3	2	6	2	95	3
3	0	1	3	45	3
2	1	4	2	184	1
2	0	2	3	127	5
0	1	0	1	212	5
3	0	3	3	155	3
0	2	0	1	41	2
1	3	7	2	262	2
1	3	6	2	253	2
3	1	4	2	90	3
0	1	0	1	11	4
1	3	6	2	89	5
0	1	0	1	104	3
1	3	5	2	170	2
0	3	0	1	296	3
0	2	0	1	308	1
3	0	2	3	282	5
1	3	7	2	231	4
3	2	1	2	99	1
3	0	5	3	182	5
2	1	1	2	209	3
1	0	1	3	16	5
2	0	2	3	39	3
0	1	0	1	116	2
2	3	4	2	80	5
2	1	7	2	158	3
1	3	7	2	143	4
1	0	7	3	261	2
2	1	4	2	33	1
0	2	0	1	247	3
3	2	6	2	292	4
2	3	6	2	244	2
0	2	0	1	188	1
1	2	2	2	111	2
2	3	1	2	78	2
2	0	2	3	66	4
1	2	7	2	171	1
2	0	1	3	281	5
2	0	7	3	151	4
2	0	2	3	94	5
2	0	1	3	264	2
0	3	0	1	132	5
3	2	2	2	233	5
2	1	2	2	63	4
0	3	0	1	145	2
1	2	1	2	269	1
2	0	1	3	19	5
0	3	0	1	114	1
0	3	0	1	50	4
2	1	1	2	23	3
2	1	2	2	184	3
2	0	3	3	111	3
0	3	0	1	259	3
1	2	4	2	131	1
3	1	4	2	28	3
3	0	4	3	286	1
0	1	0	1	266	5
0	1	0	1	20	4
0	3	0	1	276	2
2	1	2	2	218	3
3	1	2	2	265	2
0	3	0	1	271	3
3	0	2	3	303	3
0	3	0	1	130	4
0	3	0	1	299	1
2	1	1	2	269	4
3	2	5	2	293	3
0	1	0	1	206	5
1	2	4	2	235	3
1	0	4	3	36	2
3	2	7	2	29	2
0	2	0	1	227	2
2	1	1	2	0	2
1	2	4	2	151	3
3	2	4	2	126	5
2	1	5	2	253	4
3	2	6	2	218	2
0	2	0	1	27	1
2	1	7	2	285	1
2	3	4	2	128	1
0	1	0	1	283	5
0	2	0	1	229	3
1	3	6	2	212	5
3	0	4	3	12	5
2	0	6	3	286	2
2	1	2	2	270	5
2	1	7	2	292	3
2	0	6	3	152	5
0	1	0	1	211	5
3	1	4	2	98	1
0	3	0	1	59	4
0	1	0	1	72	4
1	3	2	2	193	4
1	0	7	3	181	3
1	2	5	2	265	1
2	1	6	2	308	1
3	1	6	2	250	5
0	3	0	1	107	3
1	0	6	3	131	1
0	3	0	1	187	4
2	3	6	2	188	4
1	2	3	2	139	3
0	1	0	1	238	1
1	0	4	3	260	4
1	3	6	2	70	2
1	2	4	2	314	2
3	0	2	3	284	5
2	1	7	2	90	5
1	3	5	2	47	1
1	3	4	2	87	2
2	0	1	3	224	3
2	0	1	3	76	3
3	2	3	2	135	2
1	3	2	2	241	2
1	0	6	3	72	5
3	1	6	2	280	4
3	2	2	2	290	1
1	2	6	2	284	3
0	1	0	1	273	5
1	0	4	3	265	2
1	3	4	2	248	1
1	0	1	3	271	3
2	0	3	3	149	1
0	3	0	1	188	3
3	0	2	3	28	4
3	2	3	2	306	1
2	1	3	2	96	5
3	1	7	2	22	3
3	0	5	3	236	5
3	0	2	3	314	5
1	3	7	2	61	5
3	1	6	2	141	5
1	0	5	3	176	5
1	0	4	3	2	3
0	1	0	1	243	3
0	3	0	1	269	4
2	0	7	3	178	5
3	2	4	2	78	4
0	2	0	1	2	5
2	1	1	2	221	2
1	2	3	2	35	5
2	1	3	2	300	5
2	0	1	3	3	1
0	3	0	1	64	1
0	3	0	1	282	2
0	1	0	1	152	5
2	3	6	2	25	5
3	0	1	3	190	3
0	1	0	1	211	1
3	0	1	3	210	4
1	2	3	2	160	5
3	0	1	3	183	4
3	1	1	2	265	5
1	2	4	2	108	2
1	3	2	2	287	3
1	0	6	3	232	5
2	3	3	2	212	5
3	2	7	2	193	1
0	3	0	1	38	5
3	0	3	3	166	1
3	1	2	2	133	4
0	3	0	1	121	1
1	3	7	2	241	4
0	2	0	1	61	5
2	1	2	2	32	5
1	2	2	2	62	4
3	2	7	2	210	5
0	2	0	1	258	2
0	1	0	1	249	5
3	2	6	2	174	2
2	1	3	2	205	2
0	1	0	1	193	1
3	2	1	2	251	3
3	0	2	3	218	4
1	0	6	3	284	4
0	2	0	1	182	3
1	2	5	2	3	4
1	3	1	2	235	3
3	2	2	2	92	4
3	0	5	3	76	1
2	1	6	2	221	3
1	3	4	2	280	5
0	1	0	1	128	5
0	1	0	1	253	4
3	1	7	2	169	2
3	0	3	3	208	5
