
0	3	0	1	25	2
0	1	0	1	231	1
3	1	4	2	277	2
0	2	0	1	295	2
1	3	5	2	142	1
0	1	0	1	55	2
1	0	7	3	132	1
0	1	0	1	107	2
1	3	6	2	109	2
2	3	1	2	64	1
1	2	1	2	247	2
3	1	7	2	51	1
2	0	1	3	125	2
0	3	0	1	83	2
3	1	1	2	271	1
1	3	6	2	29	2
0	1	0	1	289	1
2	1	7	2	290	1
1	3	2	2	151	1
1	0	4	3	42	1
3	1	7	2	258	2
3	0	5	3	239	2
1	0	7	3	233	2
0	3	0	1	221	1
3	1	6	2	1	2
1	2	4	2	271	1
3	2	4	2	52	2
3	1	5	2	41	1
1	0	1	3	269	1
2	3	1	2	213	1
3	0	4	3	234	2
2	1	1	2	125	1
0	1	0	1	247	1
0	3	0	1	272	1
0	1	0	1	109	1
2	3	7	2	106	2
1	2	5	2	315	2
1	2	5	2	52	2
3	1	5	2	38	2
0	2	0	1	220	1
3	1	4	2	158	2
3	2	3	2	138	2
0	2	0	1	268	1
0	1	0	1	67	2
0	2	0	1	235	1
0	2	0	1	242	2
1	0	4	3	54	2
2	1	3	2	47	2
3	1	3	2	200	2
3	0	1	3	301	1
1	0	5	3	245	1
0	3	0	1	280	2
1	2	2	2	26	1
1	2	3	2	22	1
1	2	5	2	52	1
2	0	1	3	100	1
1	2	4	2	51	1
2	0	6	3	317	2
1	2	4	2	305	1
2	0	1	3	280	1
3	2	5	2	279	2
2	0	7	3	213	1
2	0	1	3	232	1
0	1	0	1	317	2
0	3	0	1	169	1
0	1	0	1	5	2
3	2	1	2	20	2
3	1	4	2	84	1
1	2	2	2	274	2
0	2	0	1	318	1
3	2	2	2	151	2
2	0	1	3	178	1
1	2	1	2	180	2
1	0	7	3	165	2
2	0	2	3	162	2
2	3	2	2	41	1
0	2	0	1	298	2
2	3	6	2	243	1
3	1	7	2	282	1
0	3	0	1	161	1
3	0	4	3	113	1
2	0	3	3	271	1
3	2	7	2	222	1
0	3	0	1	230	2
0	3	0	1	208	2
1	0	5	3	276	1
2	1	3	2	59	1
2	3	2	2	206	1
0	2	0	1	90	2
0	3	0	1	62	2
3	1	6	2	178	2
3	1	4	2	314	1
0	1	0	1	267	2
2	3	3	2	175	2
1	0	5	3	207	1
3	0	3	3	78	1
2	0	2	3	292	2
1	0	7	3	173	2
3	1	2	2	13	1
1	3	5	2	187	2
3	0	2	3	297	2
1	2	6	2	308	2
1	3	1	2	144	1
3	1	3	2	171	1
0	3	0	1	4	1
0	1	0	1	193	2
2	3	7	2	24	1
2	3	3	2	152	1
0	1	0	1	125	1
0	2	0	1	268	2
1	3	2	2	238	2
1	3	4	2	93	2
1	3	6	2	66	2
0	2	0	1	234	2
0	3	0	1	195	2
3	0	2	3	212	1
0	1	0	1	104	2
2	3	7	2	296	1
1	3	3	2	271	1
2	0	2	3	165	1
0	1	0	1	219	2
2	0	1	3	218	1
0	3	0	1	35	1
1	3	1	2	87	2
0	3	0	1	32	2
0	1	0	1	13	2
2	1	1	2	37	2
2	0	6	3	278	2
0	3	0	1	245	2
2	1	4	2	224	1
1	3	2	2	236	2
0	1	0	1	286	2
3	2	3	2	251	2
1	3	3	2	209	1
3	1	7	2	86	1
2	3	3	2	25	1
0	3	0	1	142	1
0	3	0	1	44	2
1	3	3	2	180	1
0	3	0	1	262	1
0	2	0	1	111	1
2	1	5	2	125	1
3	0	5	3	40	2
2	3	6	2	130	2
0	1	0	1	233	1
3	2	3	2	215	2
3	2	3	2	83	2
1	0	5	3	87	1
0	1	0	1	23	2
0	2	0	1	42	2
3	2	1	2	175	1
1	3	2	2	2	1
1	0	1	3	150	2
3	0	4	3	133	2
2	1	1	2	40	1
1	3	5	2	159	2
2	3	1	2	274	2
1	2	3	2	158	2
1	0	6	3	293	1
2	1	6	2	25	2
1	0	5	3	25	1
2	0	1	3	108	2
1	0	6	3	164	1
1	2	2	2	214	1
1	0	1	3	290	1
2	3	4	2	112	2
2	3	1	2	41	1
2	3	7	2	305	2
1	3	5	2	153	1
3	0	1	3	77	1
1	3	4	2	318	1
2	3	7	2	226	1
1	3	1	2	295	1
1	2	1	2	222	2
2	0	1	3	37	2
3	0	3	3	101	2
1	3	3	2	196	1
0	1	0	1	4	1
1	2	5	2	95	1
3	2	4	2	19	1
0	2	0	1	9	1
3	0	4	3	246	2
3	0	5	3	221	2
3	2	5	2	118	1
2	0	6	3	254	2
0	1	0	1	142	1
3	2	3	2	306	1
1	0	5	3	90	2
1	0	5	3	96	2
0	1	0	1	294	1
0	2	0	1	193	2
