1node1	2node2	3port	4operation	5startwave	6bandwidth
3	2	6	2	159	1
2	1	5	2	231	2
1	2	6	2	213	2
0	3	0	1	307	2
1	2	3	2	96	4
2	1	1	2	119	2
0	1	0	1	2	5
1	0	1	3	272	4
2	1	7	2	113	1
3	0	2	3	20	4
1	3	1	2	238	3
3	1	6	2	161	1
2	0	7	3	194	3
3	2	1	2	315	1
3	1	6	2	250	5
0	1	0	1	136	1
2	1	5	2	188	1
0	1	0	1	278	5
1	3	2	2	262	2
0	3	0	1	121	1
3	1	4	2	108	2
3	0	1	3	160	3
3	0	2	3	28	5
0	3	0	1	295	3
0	1	0	1	224	2
1	0	1	3	258	4
3	2	6	2	32	4
2	0	2	3	42	3
0	2	0	1	49	1
2	3	1	2	317	2
2	3	4	2	101	2
0	1	0	1	198	4
2	1	3	2	284	2
1	2	4	2	145	5
1	3	4	2	37	2
3	0	4	3	139	3
3	0	4	3	275	4
1	3	7	2	267	1
0	3	0	1	16	4
1	0	5	3	24	2
3	0	4	3	220	3
3	0	1	3	229	4
1	2	4	2	56	4
1	3	5	2	16	3
0	2	0	1	226	5
1	2	1	2	232	4
2	1	5	2	150	2
1	0	4	3	272	3
2	3	4	2	236	3
0	2	0	1	314	4
1	2	3	2	245	5
2	0	6	3	107	5
1	0	4	3	172	5
1	2	4	2	134	4
1	0	5	3	202	3
2	3	1	2	53	4
2	3	2	2	29	5
0	1	0	1	4	4
3	1	1	2	54	5
2	1	6	2	302	5
0	3	0	1	111	2
1	0	5	3	25	2
3	2	5	2	82	2
2	1	1	2	154	4
0	3	0	1	200	4
2	3	5	2	240	4
2	3	1	2	94	4
2	3	4	2	79	4
0	1	0	1	276	4
1	2	1	2	273	3
2	3	7	2	154	1
2	1	2	2	223	4
0	1	0	1	248	1
0	1	0	1	128	3
3	0	1	3	70	1
2	0	3	3	50	1
1	2	5	2	254	3
1	3	7	2	56	3
3	2	5	2	188	3
0	2	0	1	24	1
0	1	0	1	71	3
2	1	2	2	189	3
0	2	0	1	225	2
1	2	3	2	194	3
3	1	4	2	114	3
3	0	4	3	60	5
3	2	1	2	204	5
2	0	7	3	243	4
3	0	3	3	257	1
0	2	0	1	230	3
1	0	5	3	209	4
0	2	0	1	28	3
3	2	2	2	274	5
3	0	1	3	166	4
0	1	0	1	221	5
3	1	5	2	203	2
0	3	0	1	198	4
3	2	2	2	146	4
2	3	3	2	31	2
1	2	7	2	280	5
3	1	6	2	193	4
1	2	7	2	284	4
0	2	0	1	84	4
3	1	6	2	230	1
1	0	1	3	56	3
0	1	0	1	208	2
1	2	3	2	38	3
2	0	2	3	181	5
0	1	0	1	318	1
2	1	2	2	306	1
1	3	3	2	174	2
2	3	6	2	108	5
3	2	7	2	110	5
1	2	5	2	244	4
1	2	7	2	201	4
3	1	1	2	15	2
0	3	0	1	288	1
1	0	5	3	255	5
1	0	4	3	43	2
0	2	0	1	288	2
1	2	4	2	233	2
2	0	7	3	226	5
0	3	0	1	279	4
2	3	6	2	171	1
1	0	4	3	284	3
2	1	7	2	2	4
2	1	1	2	279	1
3	2	5	2	22	2
3	1	2	2	12	1
0	1	0	1	229	5
0	1	0	1	278	1
1	3	6	2	187	2
1	2	3	2	212	5
0	3	0	1	79	5
3	2	1	2	150	1
3	0	2	3	129	4
0	2	0	1	204	5
3	2	7	2	239	4
3	0	2	3	253	5
2	1	4	2	76	4
2	3	1	2	135	1
0	3	0	1	16	5
1	2	3	2	89	2
0	3	0	1	259	5
3	1	2	2	73	4
3	2	4	2	218	2
1	3	3	2	99	2
3	0	3	3	29	1
1	2	7	2	130	2
3	2	6	2	197	2
1	2	6	2	124	3
0	3	0	1	71	4
3	0	1	3	256	2
3	1	6	2	189	1
3	2	5	2	256	4
2	0	1	3	292	3
0	3	0	1	163	4
3	0	3	3	159	1
3	1	6	2	302	3
0	2	0	1	296	5
2	1	4	2	134	3
2	3	7	2	160	5
1	3	3	2	224	2
1	2	5	2	218	1
0	2	0	1	62	4
3	0	1	3	312	4
0	2	0	1	234	3
3	0	3	3	80	5
1	0	6	3	38	3
2	0	1	3	116	4
3	2	2	2	26	3
0	3	0	1	31	1
2	1	3	2	307	2
0	1	0	1	307	1
2	3	7	2	162	5
2	3	6	2	197	2
1	2	5	2	56	2
0	3	0	1	271	1
2	1	4	2	5	3
2	1	3	2	214	3
3	0	2	3	61	1
3	1	4	2	89	2
1	2	3	2	273	4
1	2	1	2	147	1
3	2	1	2	284	4
1	2	6	2	310	1
0	2	0	1	5	1
3	1	1	2	121	5
1	3	7	2	40	2
2	3	7	2	313	2
1	2	3	2	161	5
2	1	5	2	59	5
0	3	0	1	319	1
1	3	5	2	270	5
3	1	4	2	173	1
3	2	7	2	295	4
0	1	0	1	109	2
1	3	5	2	214	5
2	3	2	2	166	3
1	3	7	2	203	5
0	2	0	1	253	5
0	2	0	1	275	5
1	0	4	3	143	5
1	2	7	2	88	2
2	3	4	2	245	3
2	3	1	2	239	2
0	1	0	1	189	4
0	3	0	1	272	2
1	0	5	3	218	5
2	0	1	3	297	1
0	3	0	1	166	1
0	3	0	1	227	4
3	2	5	2	243	1
0	3	0	1	195	4
1	0	5	3	314	2
2	3	6	2	119	1
0	1	0	1	157	1
2	1	7	2	183	2
1	0	6	3	70	3
2	1	6	2	171	5
1	2	2	2	36	1
0	2	0	1	276	5
1	2	4	2	209	1
1	0	5	3	229	2
1	2	1	2	205	2
2	3	3	2	12	4
3	1	4	2	79	2
0	1	0	1	209	1
2	0	2	3	287	1
0	1	0	1	301	3
2	3	1	2	244	3
3	0	3	3	191	4
0	3	0	1	155	5
1	0	7	3	143	4
2	3	7	2	198	2
3	0	5	3	154	4
2	3	7	2	211	3
3	1	7	2	165	1
0	3	0	1	222	4
2	3	5	2	208	4
3	1	6	2	25	4
2	3	2	2	217	1
3	0	4	3	256	1
0	2	0	1	83	4
1	3	3	2	258	3
2	1	6	2	32	2
2	1	6	2	311	2
1	3	6	2	21	4
3	2	3	2	297	5
3	2	2	2	216	1
3	2	1	2	78	4
2	1	5	2	166	5
1	3	3	2	140	1
1	2	7	2	80	1
3	1	4	2	100	2
3	1	6	2	93	2
0	1	0	1	106	1
0	3	0	1	165	1
0	3	0	1	319	1
1	2	6	2	269	3
0	2	0	1	296	2
2	3	2	2	238	3
1	0	1	3	51	1
1	2	3	2	158	4
0	3	0	1	246	3
0	2	0	1	229	4
0	2	0	1	57	5
0	2	0	1	40	5
1	3	5	2	172	5
1	3	3	2	206	2
1	2	2	2	223	1
3	2	3	2	206	5
2	0	6	3	238	1
1	3	5	2	204	4
0	2	0	1	219	5
0	1	0	1	264	1
1	0	4	3	151	1
1	3	1	2	153	2
0	2	0	1	277	3
0	1	0	1	136	5
0	1	0	1	225	1
0	1	0	1	209	5
1	2	3	2	147	1
1	0	6	3	205	3
3	1	1	2	224	5
3	1	2	2	101	1
3	2	3	2	81	1
3	1	6	2	224	5
1	0	6	3	274	1
1	3	1	2	85	3
2	1	3	2	223	1
0	1	0	1	298	3
0	2	0	1	253	1
1	0	4	3	181	4
0	2	0	1	231	1
0	2	0	1	71	3
2	3	4	2	150	2
0	3	0	1	235	4
0	3	0	1	27	3
2	0	3	3	45	1
0	1	0	1	260	1
1	2	5	2	90	4
2	3	5	2	73	1
3	0	1	3	248	4
0	3	0	1	159	1
3	0	2	3	313	4
0	1	0	1	117	1
2	3	7	2	10	4
2	3	4	2	234	2
1	0	7	3	137	3
1	3	6	2	292	2
1	2	6	2	254	1
3	1	1	2	315	3
1	2	1	2	113	1
0	2	0	1	26	2
3	2	7	2	231	5
2	3	1	2	18	2
3	0	4	3	280	4
3	0	3	3	36	2
2	0	7	3	59	5
1	3	3	2	148	5
0	3	0	1	178	1
3	2	6	2	163	3
0	1	0	1	200	3
0	1	0	1	92	1
0	1	0	1	293	2
2	1	4	2	247	3
1	0	6	3	82	5
3	2	6	2	176	2
1	3	7	2	307	5
0	3	0	1	154	1
0	2	0	1	17	4
2	0	6	3	50	2
2	0	2	3	62	4
2	1	5	2	173	5
2	3	4	2	62	3
3	1	6	2	70	5
0	1	0	1	100	1
3	1	6	2	112	1
3	0	4	3	245	1
1	2	1	2	307	3
2	3	5	2	70	4
3	0	4	3	52	2
3	0	5	3	1	2
3	1	6	2	139	4
1	3	6	2	192	5
1	3	2	2	149	1
3	1	6	2	188	3
1	2	7	2	290	4
3	1	3	2	109	2
0	2	0	1	189	5
1	3	4	2	248	2
0	3	0	1	139	4
0	1	0	1	92	1
3	1	3	2	236	2
0	3	0	1	191	1
2	3	7	2	39	3
2	3	2	2	22	2
3	0	1	3	147	3
2	1	5	2	272	2
2	1	6	2	21	2
3	1	2	2	179	5
1	2	7	2	309	3
3	2	7	2	306	5
3	2	6	2	103	2
0	1	0	1	31	4
1	0	1	3	186	1
2	0	6	3	184	3
1	2	4	2	193	3
1	3	5	2	25	5
3	1	6	2	106	5
0	3	0	1	58	2
2	3	4	2	239	1
1	0	4	3	25	5
0	1	0	1	193	4
0	1	0	1	153	2
1	3	5	2	13	5
3	1	4	2	272	4
2	3	3	2	151	2
3	1	7	2	247	1
3	1	1	2	275	2
3	1	5	2	126	3
3	1	2	2	306	2
2	1	2	2	17	4
3	1	1	2	29	5
0	2	0	1	107	2
3	2	3	2	144	2
2	3	7	2	87	2
0	1	0	1	67	5
0	1	0	1	95	5
0	3	0	1	94	2
3	2	4	2	231	2
0	3	0	1	314	2
1	2	6	2	43	1
2	3	7	2	72	4
2	3	6	2	134	2
3	0	3	3	268	2
0	2	0	1	88	5
