1node1	2node2	3port	4operation	5startwave	6bandwidth
1	2	4	2	62	1
3	2	6	2	238	2
1	3	2	2	154	2
0	2	0	1	234	2
3	1	2	2	13	1
3	1	7	2	13	1
2	1	4	2	235	1
3	2	2	2	95	1
1	2	2	2	301	1
0	3	0	1	145	1
2	1	2	2	56	2
3	2	6	2	299	2
0	1	0	1	2	1
3	2	4	2	111	1
2	3	5	2	231	2
1	3	6	2	266	1
2	0	6	3	170	1
0	2	0	1	211	1
1	2	4	2	74	1
2	1	2	2	191	1
1	3	5	2	44	1
0	2	0	1	252	1
0	1	0	1	202	1
1	0	7	3	48	1
3	0	4	3	78	1
2	1	4	2	31	1
1	2	3	2	210	2
0	3	0	1	294	1
0	2	0	1	155	1
3	2	1	2	14	2
2	0	2	3	167	1
2	0	1	3	250	1
0	1	0	1	148	2
0	3	0	1	78	1
3	2	6	2	289	2
0	2	0	1	80	1
1	2	7	2	134	2
2	3	4	2	16	2
1	2	6	2	204	2
3	2	1	2	150	2
0	2	0	1	254	2
1	3	5	2	59	2
2	0	6	3	131	2
3	2	5	2	159	1
0	2	0	1	103	1
2	0	3	3	273	1
0	2	0	1	72	2
0	2	0	1	110	2
2	0	1	3	198	2
0	3	0	1	20	1
2	1	3	2	99	2
3	1	2	2	318	2
2	3	2	2	2	1
1	3	3	2	79	2
0	1	0	1	185	1
2	1	1	2	86	1
2	1	7	2	91	1
3	2	2	2	72	1
3	1	3	2	156	1
3	2	2	2	34	2
0	3	0	1	1	1
2	3	4	2	282	1
2	1	3	2	259	2
3	1	6	2	173	2
3	1	1	2	286	1
2	3	1	2	70	2
3	2	5	2	188	1
1	0	6	3	315	2
0	2	0	1	52	1
3	1	3	2	255	1
1	2	6	2	196	2
3	0	5	3	79	1
2	3	7	2	117	2
0	2	0	1	316	2
2	0	7	3	48	2
1	3	1	2	196	2
1	3	4	2	232	2
2	1	5	2	193	1
1	2	7	2	254	1
0	3	0	1	146	2
0	1	0	1	277	2
2	0	3	3	119	2
1	3	4	2	241	1
1	3	7	2	30	1
1	2	1	2	141	1
0	1	0	1	96	2
2	0	7	3	19	2
3	0	5	3	217	1
2	0	7	3	151	1
2	1	6	2	265	2
0	3	0	1	110	2
2	1	1	2	48	2
2	1	6	2	193	2
0	3	0	1	42	2
1	2	1	2	106	2
0	3	0	1	79	1
1	0	6	3	266	2
2	1	6	2	152	1
0	1	0	1	316	2
1	3	2	2	265	1
1	2	7	2	209	1
1	0	7	3	253	1
3	1	7	2	230	1
2	0	6	3	140	2
0	1	0	1	176	1
3	0	1	3	315	2
3	2	1	2	24	1
0	1	0	1	144	1
1	3	1	2	302	1
2	0	7	3	167	2
1	3	6	2	253	1
1	3	3	2	319	1
2	1	6	2	109	2
0	1	0	1	141	2
1	0	7	3	47	1
3	1	3	2	56	1
2	3	4	2	161	2
3	2	4	2	293	2
0	3	0	1	265	2
3	1	1	2	139	2
3	0	4	3	314	2
1	3	6	2	213	2
1	2	3	2	16	2
3	2	1	2	88	2
2	1	1	2	302	1
1	0	4	3	224	1
1	2	1	2	193	2
2	1	3	2	63	1
1	2	2	2	243	2
1	3	4	2	288	1
3	2	6	2	254	2
3	1	1	2	265	1
0	1	0	1	50	1
1	2	5	2	299	2
1	0	1	3	247	1
1	3	6	2	280	1
0	1	0	1	213	2
0	3	0	1	47	1
2	3	5	2	153	1
0	2	0	1	135	1
2	3	7	2	17	2
2	3	7	2	108	2
2	3	4	2	222	2
1	0	5	3	117	1
0	3	0	1	176	2
1	3	7	2	209	2
2	0	2	3	75	1
0	1	0	1	91	1
3	1	4	2	295	2
1	2	2	2	30	2
1	2	7	2	30	2
2	0	3	3	105	2
0	2	0	1	60	1
3	2	6	2	236	2
1	3	1	2	164	2
3	0	4	3	205	1
0	2	0	1	49	1
2	0	1	3	263	2
3	1	4	2	164	1
1	0	4	3	148	2
2	3	1	2	308	2
3	1	5	2	92	2
1	2	3	2	169	1
0	1	0	1	154	1
2	3	3	2	147	1
1	0	4	3	273	2
0	3	0	1	136	2
3	0	1	3	123	2
3	1	2	2	292	1
2	3	3	2	19	2
2	1	1	2	254	2
3	1	7	2	290	1
0	3	0	1	75	1
2	3	1	2	257	2
3	0	1	3	185	1
1	2	1	2	134	2
