1node1	2node2	3port	4operation	5startwave	6bandwidth
0	2	0	1	5	5
0	3	0	1	257	7
0	3	0	1	102	2
3	1	4	2	281	5
3	2	1	2	208	5
1	0	7	3	75	7
2	3	4	2	150	5
0	2	0	1	74	4
2	1	1	2	95	6
2	3	1	2	12	6
0	1	0	1	203	5
1	2	5	2	164	4
3	2	6	2	60	4
2	1	1	2	17	2
3	0	1	3	132	7
1	3	5	2	211	5
2	1	2	2	85	1
1	3	3	2	160	5
1	3	3	2	309	7
0	1	0	1	244	1
2	1	3	2	90	7
2	3	5	2	269	6
3	0	2	3	278	2
0	1	0	1	66	1
2	0	2	3	207	7
3	0	3	3	183	6
1	0	6	3	87	1
2	0	3	3	237	6
2	3	3	2	30	3
1	3	2	2	296	4
2	1	3	2	258	7
3	2	2	2	164	4
2	0	1	3	190	7
1	0	1	3	107	7
3	0	2	3	299	2
1	3	7	2	202	5
2	0	1	3	44	6
0	2	0	1	85	5
0	3	0	1	19	2
0	3	0	1	195	5
2	3	6	2	98	2
0	2	0	1	3	7
0	1	0	1	82	7
0	3	0	1	21	2
0	1	0	1	147	7
3	0	5	3	9	6
1	3	6	2	190	6
2	1	2	2	274	1
3	2	7	2	234	6
3	1	3	2	153	7
2	3	1	2	179	5
0	1	0	1	280	4
0	3	0	1	29	2
0	1	0	1	73	5
1	2	7	2	164	1
2	3	7	2	173	4
0	1	0	1	169	7
0	2	0	1	150	7
3	0	1	3	134	3
2	3	3	2	287	4
1	2	2	2	27	4
3	1	6	2	5	7
1	3	3	2	160	3
3	2	7	2	250	7
1	2	4	2	280	3
0	3	0	1	12	4
3	1	3	2	93	6
3	1	5	2	6	3
1	0	6	3	261	5
2	0	3	3	230	6
1	0	5	3	114	5
0	3	0	1	47	4
1	3	3	2	71	4
3	0	1	3	310	5
3	2	1	2	164	5
2	3	7	2	248	5
2	1	6	2	30	6
2	0	6	3	211	5
1	2	7	2	296	6
0	1	0	1	146	4
3	0	3	3	98	7
2	0	1	3	194	4
0	1	0	1	107	2
1	0	7	3	159	6
0	2	0	1	103	5
1	0	5	3	132	4
0	1	0	1	233	7
3	0	4	3	237	3
2	1	5	2	128	3
1	0	7	3	107	3
1	0	4	3	77	1
1	2	5	2	301	5
0	1	0	1	85	1
0	1	0	1	305	2
1	2	5	2	279	3
1	3	7	2	47	7
3	2	2	2	290	7
2	3	4	2	108	7
1	3	4	2	143	5
3	0	5	3	69	2
3	2	3	2	108	4
2	0	3	3	241	1
3	2	3	2	166	6
3	0	2	3	146	4
1	3	5	2	105	2
0	3	0	1	138	3
1	2	7	2	134	2
2	3	5	2	28	2
1	3	7	2	239	7
2	0	1	3	62	4
2	0	1	3	262	6
2	3	3	2	90	5
2	3	6	2	297	4
1	3	3	2	119	2
0	3	0	1	273	2
1	3	6	2	108	7
2	1	5	2	132	5
1	3	3	2	126	6
0	2	0	1	249	4
2	1	7	2	181	3
2	1	6	2	96	5
1	2	4	2	289	5
3	1	6	2	263	5
0	2	0	1	48	7
1	0	7	3	37	2
3	0	1	3	198	4
