1node1	2node2	3port	4operation	5startwave	6bandwidth
3	1	4	2	90	1
1	0	1	3	316	1
1	0	7	3	111	1
1	3	1	2	262	1
3	2	3	2	92	2
3	1	3	2	59	1
2	3	6	2	69	1
2	3	7	2	319	1
0	1	0	1	195	2
3	2	2	2	108	1
2	3	6	2	245	2
3	2	4	2	110	1
2	3	6	2	215	2
3	2	2	2	40	1
2	0	3	3	87	1
2	0	1	3	183	2
3	2	2	2	103	1
0	3	0	1	123	2
0	1	0	1	145	1
2	1	1	2	99	1
0	1	0	1	91	1
1	3	5	2	5	1
3	1	2	2	305	2
1	2	2	2	177	1
2	1	7	2	61	1
0	2	0	1	216	1
2	1	2	2	21	2
0	2	0	1	199	2
3	0	4	3	199	2
3	0	5	3	300	1
0	1	0	1	196	1
0	1	0	1	42	1
1	2	2	2	284	1
2	3	2	2	141	2
0	2	0	1	50	2
3	0	5	3	175	2
1	3	1	2	266	2
3	2	6	2	188	1
2	0	3	3	264	2
0	1	0	1	108	1
1	2	3	2	107	1
0	3	0	1	29	2
2	0	3	3	195	2
3	2	1	2	257	2
3	2	5	2	25	1
3	1	6	2	116	2
0	3	0	1	18	1
2	1	2	2	95	2
2	0	7	3	55	2
0	2	0	1	9	2
2	1	4	2	252	1
0	2	0	1	48	2
1	3	6	2	259	2
0	1	0	1	132	2
1	2	5	2	290	2
2	0	7	3	178	1
1	0	5	3	288	1
0	2	0	1	32	1
3	1	1	2	193	1
1	0	4	3	286	2
2	0	1	3	73	2
0	1	0	1	185	2
3	0	3	3	6	2
1	3	2	2	121	2
0	1	0	1	206	2
2	1	5	2	72	2
2	0	3	3	78	2
2	0	1	3	43	1
3	0	3	3	143	1
1	3	6	2	298	1
3	1	1	2	73	2
2	3	1	2	13	2
2	1	1	2	271	2
1	3	5	2	39	2
0	3	0	1	153	1
3	2	3	2	143	2
0	2	0	1	301	1
3	1	6	2	235	1
0	1	0	1	286	1
0	3	0	1	215	1
2	0	3	3	151	1
2	0	2	3	171	1
3	0	5	3	289	1
1	3	2	2	248	2
2	1	4	2	11	1
2	1	5	2	157	1
1	0	4	3	118	2
1	3	4	2	118	2
1	3	6	2	172	2
3	2	4	2	58	1
1	2	1	2	4	1
2	1	5	2	149	2
1	2	4	2	245	2
2	1	6	2	27	2
3	2	6	2	252	2
2	3	1	2	83	2
1	0	4	3	205	2
3	1	3	2	215	2
1	2	4	2	225	1
2	1	1	2	118	1
1	3	6	2	184	2
1	2	4	2	206	1
2	3	3	2	17	1
2	3	2	2	196	2
1	3	1	2	81	1
0	3	0	1	130	2
1	3	7	2	114	2
1	0	4	3	36	2
1	2	1	2	73	2
2	1	5	2	80	2
0	1	0	1	109	2
1	3	2	2	191	2
2	1	6	2	88	1
0	1	0	1	119	1
3	2	7	2	216	1
3	2	2	2	90	1
0	1	0	1	153	1
0	1	0	1	302	1
1	3	6	2	66	2
3	2	6	2	169	2
0	3	0	1	165	1
3	0	5	3	236	2
3	2	6	2	58	2
2	3	4	2	270	1
2	1	1	2	241	2
1	2	2	2	190	2
2	3	2	2	261	2
1	0	6	3	50	2
3	2	7	2	215	1
1	0	1	3	130	1
1	2	6	2	256	2
3	2	4	2	290	1
1	0	5	3	80	2
3	0	2	3	73	1
1	2	6	2	105	2
0	1	0	1	139	2
2	0	7	3	150	1
3	1	3	2	15	2
0	1	0	1	87	1
0	1	0	1	249	1
1	2	2	2	14	2
3	0	4	3	241	2
2	0	1	3	178	1
1	0	6	3	143	2
2	1	3	2	129	2
0	2	0	1	179	2
3	0	5	3	236	2
3	0	3	3	302	1
2	0	6	3	211	1
3	2	6	2	91	2
2	0	1	3	12	2
1	0	1	3	79	2
0	3	0	1	291	1
2	3	6	2	272	2
1	0	4	3	221	1
1	2	3	2	130	2
0	1	0	1	164	2
2	1	7	2	263	1
3	1	4	2	53	1
1	0	1	3	89	1
3	0	3	3	72	1
3	0	1	3	70	2
0	1	0	1	241	1
0	3	0	1	258	2
1	0	4	3	221	1
3	2	4	2	168	2
1	2	1	2	263	2
3	1	2	2	3	1
3	1	2	2	295	1
0	3	0	1	165	2
1	2	4	2	173	1
2	3	7	2	179	2
2	3	2	2	45	1
1	0	7	3	21	2
0	3	0	1	172	1
1	2	4	2	238	1
3	0	5	3	109	1
2	1	2	2	209	2
0	2	0	1	194	2
0	2	0	1	160	1
2	3	5	2	266	1
0	3	0	1	74	2
3	2	7	2	82	2
1	0	6	3	287	2
0	3	0	1	45	2
3	2	5	2	71	1
3	2	2	2	237	1
1	0	6	3	80	2
2	1	7	2	285	2
0	1	0	1	217	1
0	2	0	1	85	1
3	2	6	2	190	1
0	2	0	1	22	2
3	2	1	2	238	2
3	2	2	2	165	1
0	3	0	1	40	1
2	3	7	2	238	1
1	0	1	3	269	1
1	0	6	3	183	2
3	1	5	2	186	1
0	1	0	1	104	1
0	3	0	1	106	2
1	2	3	2	95	1
1	0	5	3	16	1
0	3	0	1	104	2
3	1	6	2	176	1
1	2	4	2	177	2
0	1	0	1	154	2
2	0	2	3	72	2
2	3	3	2	201	2
1	0	7	3	127	1
0	1	0	1	239	2
0	1	0	1	173	1
1	3	6	2	242	2
0	2	0	1	292	2
1	0	6	3	291	2
1	3	5	2	119	1
2	0	6	3	232	1
0	3	0	1	161	1
3	1	6	2	159	1
2	1	2	2	200	1
0	1	0	1	61	1
