1node1	2node2	3port	4operation	5startwave	6bandwidth
1	3	1	2	173	2
2	1	6	2	11	3
1	0	7	3	272	1
0	2	0	1	156	2
1	0	7	3	217	1
0	3	0	1	222	2
1	3	3	2	125	1
2	3	2	2	309	2
0	2	0	1	297	3
3	2	2	2	20	1
3	0	3	3	51	1
2	3	5	2	132	3
1	2	4	2	214	3
0	3	0	1	191	3
3	1	1	2	100	3
3	0	4	3	164	2
3	2	1	2	101	2
3	2	4	2	197	3
2	3	1	2	125	2
0	2	0	1	148	2
2	1	1	2	213	3
3	1	1	2	170	2
2	3	3	2	50	1
3	0	3	3	1	3
1	2	2	2	254	1
0	3	0	1	8	1
3	0	5	3	49	3
2	3	2	2	150	3
1	3	7	2	63	1
1	0	1	3	104	1
0	2	0	1	132	2
1	0	5	3	296	1
1	3	4	2	25	3
1	2	2	2	313	1
2	1	5	2	65	2
0	1	0	1	66	1
3	1	2	2	91	3
2	3	1	2	11	2
0	2	0	1	187	3
2	3	4	2	127	2
3	0	2	3	30	1
2	0	3	3	170	1
1	0	5	3	251	1
2	0	3	3	153	1
0	1	0	1	241	2
3	2	5	2	155	3
2	1	2	2	109	3
2	0	7	3	158	1
0	1	0	1	11	1
1	0	6	3	130	1
2	0	7	3	93	1
1	2	3	2	148	2
3	2	1	2	115	2
0	1	0	1	251	2
2	3	7	2	185	2
0	1	0	1	38	1
3	1	1	2	180	2
1	2	4	2	246	1
3	0	2	3	151	1
1	3	6	2	155	3
3	0	4	3	22	3
3	2	4	2	263	2
3	0	4	3	197	3
1	0	1	3	221	2
1	3	1	2	105	3
2	3	4	2	302	3
2	3	3	2	58	2
3	2	5	2	262	1
1	0	4	3	208	1
0	2	0	1	263	1
0	3	0	1	216	1
1	0	5	3	123	1
1	3	3	2	271	1
1	3	7	2	228	3
1	3	5	2	91	3
0	2	0	1	287	1
1	3	5	2	184	3
2	3	4	2	165	1
0	3	0	1	96	1
3	2	5	2	216	1
3	0	5	3	273	3
1	0	6	3	222	2
1	0	4	3	243	2
1	0	5	3	260	2
1	0	4	3	28	2
0	1	0	1	182	1
0	2	0	1	26	3
0	1	0	1	41	3
2	0	6	3	57	2
0	1	0	1	165	3
2	0	7	3	157	1
2	3	1	2	294	2
1	0	7	3	8	3
1	3	6	2	21	2
2	1	3	2	236	1
1	3	6	2	205	3
0	3	0	1	169	1
0	3	0	1	62	3
3	2	4	2	260	1
1	3	6	2	43	2
3	1	7	2	145	1
2	0	7	3	307	2
3	2	4	2	195	2
0	1	0	1	109	1
2	0	3	3	57	2
3	2	2	2	269	2
2	1	5	2	223	2
0	2	0	1	115	3
1	2	7	2	164	1
1	3	3	2	185	3
3	0	2	3	188	2
3	1	7	2	57	3
0	3	0	1	5	3
2	1	1	2	246	3
3	1	3	2	259	1
1	3	3	2	200	3
0	3	0	1	184	1
1	3	1	2	170	3
0	2	0	1	94	1
0	1	0	1	265	2
2	3	4	2	163	2
3	1	3	2	301	3
1	2	3	2	44	3
1	0	7	3	42	3
2	3	5	2	140	1
2	0	7	3	210	3
1	2	6	2	128	3
3	2	6	2	17	2
3	2	1	2	68	1
0	3	0	1	141	3
0	1	0	1	246	1
0	3	0	1	0	2
0	3	0	1	8	2
1	3	6	2	8	2
0	1	0	1	267	3
1	3	2	2	173	2
3	2	4	2	70	2
0	3	0	1	239	2
2	0	2	3	97	2
3	0	4	3	224	2
2	0	2	3	23	1
0	1	0	1	310	3
1	2	3	2	125	1
3	0	3	3	283	3
1	0	6	3	59	3
2	1	1	2	5	2
2	3	3	2	286	2
1	3	1	2	179	3
2	1	1	2	29	2
2	3	6	2	226	1
0	3	0	1	87	3
2	1	4	2	84	2
0	1	0	1	18	2
3	1	4	2	21	2
0	3	0	1	316	2
0	3	0	1	273	3
3	1	3	2	290	1
2	1	5	2	315	3
3	0	2	3	202	2
2	3	1	2	308	1
0	3	0	1	145	3
3	1	4	2	250	1
2	1	3	2	130	2
3	1	1	2	40	2
0	2	0	1	188	3
3	0	1	3	162	1
0	3	0	1	127	2
1	2	3	2	241	3
0	3	0	1	316	2
3	1	2	2	280	3
1	3	7	2	251	3
3	1	3	2	268	3
3	2	4	2	282	1
2	3	7	2	283	1
1	0	4	3	295	3
1	0	5	3	207	3
2	0	6	3	195	3
3	2	4	2	186	1
2	0	1	3	288	1
1	0	6	3	297	1
1	3	3	2	284	3
0	2	0	1	175	3
0	1	0	1	12	2
1	2	1	2	250	2
0	3	0	1	34	2
1	2	6	2	71	2
1	0	6	3	301	1
3	2	6	2	195	3
1	2	7	2	179	2
1	2	6	2	229	3
3	1	4	2	268	3
1	3	6	2	35	1
1	2	5	2	168	1
