1node1	2node2	3port	4operation	5startwave	6bandwidth
2	1	3	2	48	10
1	2	4	2	65	12
0	3	0	1	136	3
2	3	2	2	159	8
2	0	1	3	23	7
1	2	4	2	229	9
0	2	0	1	38	9
1	0	7	3	276	6
3	2	5	2	128	6
3	1	1	2	5	5
0	1	0	1	190	9
3	0	2	3	161	7
1	3	4	2	267	12
2	3	3	2	102	12
1	2	1	2	153	7
3	1	1	2	224	8
1	3	4	2	93	1
1	3	7	2	27	9
3	2	3	2	210	6
1	0	1	3	278	9
3	2	1	2	230	5
1	2	3	2	311	2
3	2	4	2	151	6
1	0	7	3	51	4
1	2	3	2	112	8
2	3	4	2	88	11
1	2	7	2	233	12
1	3	2	2	165	8
0	2	0	1	58	9
2	1	5	2	5	6
0	2	0	1	121	7
2	0	6	3	233	11
1	2	1	2	126	10
2	1	5	2	135	5
2	1	2	2	12	7
0	2	0	1	233	11
2	0	6	3	58	5
3	1	1	2	61	12
1	3	1	2	295	7
2	3	7	2	289	2
3	2	2	2	79	9
3	2	6	2	287	6
0	2	0	1	295	3
0	3	0	1	75	4
2	3	3	2	304	12
0	1	0	1	15	2
3	2	3	2	24	2
0	1	0	1	299	12
0	3	0	1	201	2
2	0	6	3	62	12
2	3	3	2	224	12
2	1	5	2	93	6
3	2	7	2	308	8
3	1	4	2	74	5
1	2	4	2	83	5
0	1	0	1	32	1
2	0	7	3	288	1
0	1	0	1	291	2
2	1	6	2	40	9
0	1	0	1	95	6
3	0	3	3	190	7
0	2	0	1	141	12
3	0	4	3	8	8
0	1	0	1	283	3
1	3	1	2	309	6
3	0	4	3	46	11
3	0	5	3	266	9
2	1	7	2	159	9
0	2	0	1	314	5
2	1	2	2	164	8
3	1	1	2	29	3
2	1	3	2	0	4
0	3	0	1	244	6
0	2	0	1	100	3
1	0	1	3	308	8
3	0	4	3	33	3
1	0	1	3	54	2
2	0	7	3	301	3
3	0	5	3	190	1
0	2	0	1	96	1
0	2	0	1	176	8
0	3	0	1	287	8
0	3	0	1	26	5
3	1	1	2	149	5
0	2	0	1	51	8
2	1	3	2	48	5
0	3	0	1	37	2
3	1	5	2	41	9
3	1	7	2	18	4
3	0	2	3	303	8
0	3	0	1	248	5
2	1	4	2	284	1
1	3	5	2	122	7
3	1	1	2	62	12
2	0	7	3	91	10
0	1	0	1	191	1
3	1	2	2	234	12
3	0	5	3	40	9
3	2	6	2	89	11
2	1	1	2	55	12
0	1	0	1	281	8
3	0	2	3	101	11
2	1	5	2	164	12
3	2	3	2	215	5
0	2	0	1	236	2
1	3	7	2	170	10
0	2	0	1	20	8
0	2	0	1	218	10
3	2	4	2	139	7
0	2	0	1	282	9
2	3	7	2	298	10
2	3	6	2	313	7
0	2	0	1	224	7
0	3	0	1	134	7
2	0	7	3	124	12
3	0	1	3	117	8
2	1	1	2	277	2
1	0	5	3	140	7
1	2	5	2	176	2
1	2	6	2	26	12
3	0	1	3	277	6
1	3	7	2	3	10
2	1	1	2	287	3
0	2	0	1	48	9
0	2	0	1	8	5
0	3	0	1	156	2
3	2	7	2	54	1
0	3	0	1	268	4
3	1	5	2	209	5
1	0	6	3	113	5
1	0	6	3	203	1
3	0	1	3	233	7
3	2	1	2	210	5
0	3	0	1	27	10
2	0	1	3	109	10
1	2	2	2	110	12
2	0	3	3	238	6
2	0	2	3	250	5
0	2	0	1	24	3
1	3	4	2	52	1
1	2	2	2	123	3
0	3	0	1	105	2
3	2	5	2	253	4
0	3	0	1	131	3
0	1	0	1	190	3
2	1	6	2	285	1
2	0	1	3	99	5
2	0	7	3	199	10
2	1	4	2	294	5
3	0	2	3	158	8
0	2	0	1	196	4
0	2	0	1	49	8
2	1	2	2	128	9
0	3	0	1	52	6
1	2	5	2	190	8
3	1	5	2	172	1
3	1	7	2	104	6
0	2	0	1	270	9
2	0	7	3	74	1
2	3	7	2	55	2
3	0	4	3	6	7
1	2	5	2	90	7
1	0	5	3	300	10
2	0	3	3	9	6
2	3	3	2	202	7
3	1	2	2	51	6
3	0	4	3	143	6
2	3	4	2	238	2
1	0	4	3	106	10
3	1	7	2	186	3
0	3	0	1	89	3
3	2	6	2	6	4
0	1	0	1	200	3
1	3	3	2	231	10
0	1	0	1	249	9
1	3	7	2	285	4
0	1	0	1	29	8
0	3	0	1	202	6
2	1	7	2	230	5
0	3	0	1	283	6
0	2	0	1	244	3
1	2	4	2	60	1
0	2	0	1	113	1
3	0	1	3	220	6
1	2	2	2	225	8
