2	3	1	2	45	8
0	1	0	1	222	32
0	2	0	1	185	4
1	0	1	3	72	3
1	0	5	3	212	32
2	1	4	2	47	8
2	0	2	3	26	8
1	0	6	3	89	8
0	1	0	1	289	3
1	2	5	2	43	4
0	2	0	1	97	32
2	1	2	2	288	8
2	3	5	2	303	3
0	1	0	1	82	8
0	3	0	1	232	32
1	3	5	2	36	3
0	1	0	1	220	4
3	0	1	3	281	3
3	1	5	2	186	32
2	3	4	2	65	3
0	1	0	1	199	3
0	2	0	1	283	3
3	1	4	2	190	3
1	3	3	2	164	4
2	0	2	3	266	4
1	3	5	2	251	4
3	0	2	3	154	3
1	2	4	2	220	4
3	0	2	3	269	32
2	1	5	2	155	3
3	0	2	3	224	4
3	1	1	2	183	32
2	1	7	2	257	3
2	3	2	2	49	4
0	3	0	1	259	4
0	3	0	1	85	32
1	3	3	2	54	4
0	1	0	1	151	4
2	1	1	2	212	8
3	1	3	2	217	8
3	0	1	3	67	3
1	0	1	3	235	32
3	0	4	3	37	8
0	1	0	1	240	8
1	2	7	2	73	32
1	2	2	2	141	8
0	1	0	1	159	3
0	2	0	1	232	32
0	1	0	1	210	8
3	0	2	3	68	32
0	2	0	1	114	32
2	1	3	2	23	32
2	3	7	2	9	8
0	3	0	1	46	32
3	1	4	2	200	32
1	0	7	3	47	3
3	0	3	3	22	3
2	0	2	3	311	3
3	1	1	2	285	32
1	2	3	2	115	8
3	1	2	2	134	4
2	1	3	2	217	32
2	0	1	3	105	8
1	0	4	3	271	32
0	1	0	1	7	8
2	3	7	2	231	4
3	1	5	2	317	3
1	3	5	2	150	32
2	1	1	2	16	8
1	0	4	3	104	8
3	0	1	3	193	32
2	0	6	3	288	8
1	0	5	3	174	32
0	2	0	1	138	32
1	3	4	2	311	3
1	2	6	2	100	8
3	2	4	2	242	4
2	3	4	2	169	32
1	2	7	2	168	4
3	1	2	2	95	8
1	0	7	3	312	8
3	2	2	2	77	32
1	0	6	3	283	3
0	2	0	1	159	32
2	0	1	3	146	32
0	1	0	1	151	3
1	2	3	2	28	32
0	1	0	1	271	32
2	3	1	2	37	4
3	0	5	3	15	3
1	2	5	2	190	32
1	3	4	2	286	32
1	0	5	3	146	8
3	2	6	2	220	32
2	0	3	3	137	3
1	2	7	2	27	8
3	0	1	3	22	32
2	3	5	2	258	4
2	1	4	2	70	32
0	1	0	1	245	4
0	3	0	1	210	8
