1node1	2node2	3port	4operation	5startwave	6bandwidth
1	3	5	2	50	6
2	1	7	2	83	6
3	1	7	2	277	10
3	2	1	2	168	5
3	1	4	2	259	11
3	0	4	3	188	3
1	0	5	3	254	3
3	1	5	2	99	3
3	0	1	3	34	4
2	1	5	2	13	12
1	0	4	3	268	14
3	1	4	2	255	12
2	1	7	2	243	11
1	2	4	2	277	4
2	3	1	2	132	10
1	2	4	2	165	13
1	0	5	3	88	12
0	2	0	1	263	8
0	2	0	1	278	13
0	2	0	1	100	1
0	1	0	1	293	5
0	1	0	1	258	9
3	2	5	2	35	10
2	0	6	3	125	1
0	1	0	1	176	5
0	2	0	1	23	11
1	2	3	2	265	5
2	1	2	2	223	1
1	3	3	2	272	1
2	0	3	3	118	2
2	0	6	3	155	13
0	3	0	1	194	13
2	1	2	2	106	7
2	0	3	3	257	6
2	0	6	3	238	4
1	2	4	2	36	8
0	1	0	1	36	6
0	1	0	1	216	1
1	3	2	2	159	11
2	0	2	3	35	13
2	0	3	3	54	11
3	0	3	3	139	2
3	2	1	2	68	9
2	3	3	2	167	6
2	3	2	2	47	13
3	1	1	2	234	11
3	2	3	2	53	10
1	3	2	2	194	2
1	2	1	2	7	8
0	2	0	1	243	1
1	0	4	3	247	11
2	0	7	3	215	13
2	3	2	2	296	8
1	2	4	2	273	11
1	2	4	2	186	10
1	2	7	2	160	13
1	3	4	2	221	11
2	1	3	2	3	11
3	2	6	2	285	2
1	2	2	2	272	13
3	2	4	2	219	10
0	3	0	1	210	8
0	1	0	1	131	11
1	0	7	3	8	12
3	1	6	2	113	10
0	2	0	1	110	11
0	1	0	1	223	12
0	1	0	1	238	6
3	2	1	2	270	2
1	0	6	3	251	4
0	1	0	1	79	14
1	3	1	2	225	1
0	1	0	1	305	9
1	0	7	3	170	8
3	1	2	2	157	5
2	1	4	2	48	7
0	3	0	1	54	6
3	0	3	3	291	10
0	3	0	1	275	10
1	0	4	3	288	3
2	0	2	3	144	9
3	0	2	3	291	10
0	3	0	1	223	9
0	2	0	1	202	12
1	2	5	2	203	4
0	3	0	1	17	9
1	2	2	2	129	4
0	2	0	1	280	3
2	1	2	2	204	6
1	2	4	2	249	4
3	2	4	2	193	2
1	3	1	2	306	11
2	3	5	2	47	10
2	0	6	3	0	7
0	1	0	1	136	4
0	3	0	1	33	9
0	1	0	1	64	6
1	3	1	2	132	11
3	2	5	2	197	1
0	3	0	1	229	1
3	2	6	2	161	14
0	1	0	1	220	11
1	2	6	2	118	7
1	0	5	3	227	2
0	1	0	1	61	14
3	2	2	2	293	10
2	1	6	2	51	13
1	2	1	2	286	8
1	0	1	3	90	13
0	3	0	1	305	8
1	0	6	3	295	14
2	0	6	3	175	4
3	0	1	3	113	14
0	2	0	1	168	3
2	0	2	3	1	12
3	0	1	3	136	8
0	1	0	1	291	11
3	0	1	3	44	2
1	2	6	2	107	4
3	0	5	3	34	4
0	3	0	1	31	1
1	0	6	3	25	12
0	3	0	1	129	5
0	2	0	1	296	7
2	3	3	2	243	3
2	1	7	2	94	3
3	2	5	2	110	3
3	1	6	2	158	3
0	2	0	1	23	3
0	3	0	1	131	11
2	3	1	2	195	4
0	2	0	1	252	8
2	1	6	2	94	13
1	0	7	3	142	7
0	3	0	1	149	3
0	3	0	1	171	5
3	1	6	2	146	13
0	1	0	1	272	8
1	3	4	2	269	10
1	0	6	3	88	11
3	0	5	3	201	3
0	2	0	1	156	9
2	0	3	3	12	12
2	1	2	2	187	3
3	2	4	2	70	9
2	0	7	3	214	5
0	1	0	1	95	11
3	0	4	3	28	6
0	3	0	1	239	4
1	2	5	2	194	12
1	3	5	2	236	2
3	1	6	2	57	5
3	2	1	2	228	5
2	0	2	3	16	14
2	0	2	3	178	8
3	2	2	2	156	1
2	3	2	2	182	11
2	3	7	2	239	13
3	2	7	2	139	7
0	1	0	1	271	11
3	1	7	2	131	6
1	3	5	2	62	9
1	0	5	3	60	11
0	1	0	1	278	3
2	1	5	2	195	14
1	2	4	2	133	10
0	2	0	1	212	12
3	2	7	2	68	7
2	3	5	2	159	1
1	0	5	3	241	5
2	3	4	2	3	2
1	2	2	2	52	2
0	2	0	1	255	12
1	3	2	2	101	6
3	1	3	2	249	7
1	3	5	2	199	2
2	1	7	2	232	7
0	3	0	1	145	13
2	3	1	2	47	12
0	3	0	1	30	14
2	0	1	3	300	13
0	3	0	1	228	7
3	0	2	3	260	12
2	0	7	3	186	3
3	0	2	3	68	11
3	1	6	2	245	5
0	3	0	1	270	11
3	1	5	2	129	6
2	1	2	2	297	7
0	1	0	1	118	12
1	3	3	2	233	13
0	2	0	1	209	7
2	3	3	2	161	10
1	0	4	3	54	4
0	1	0	1	137	4
2	1	2	2	152	10
2	0	6	3	51	3
0	3	0	1	260	5
0	3	0	1	252	2
2	0	3	3	268	6
