1node1	2node2	3port	4operation	5startwave	6bandwidth
2	0	3	3	16	2
2	1	3	2	255	1
1	2	6	2	294	1
0	1	0	1	260	2
3	2	3	2	134	3
3	0	4	3	46	3
3	0	3	3	292	2
0	2	0	1	167	1
2	1	1	2	132	2
3	0	4	3	299	2
3	1	4	2	66	1
0	1	0	1	161	3
2	0	6	3	127	3
2	1	6	2	315	1
1	3	1	2	26	3
1	3	5	2	203	3
1	3	6	2	269	3
1	3	2	2	60	1
1	0	5	3	304	3
1	2	7	2	302	3
2	1	2	2	48	1
3	2	5	2	310	1
0	3	0	1	296	1
0	1	0	1	140	2
1	2	6	2	10	1
2	3	3	2	111	1
3	1	6	2	247	2
2	1	4	2	13	3
2	0	3	3	261	3
0	3	0	1	150	3
3	0	5	3	273	3
1	3	1	2	123	3
3	2	1	2	254	3
0	3	0	1	144	2
3	2	1	2	240	2
3	2	5	2	25	1
2	1	2	2	63	2
2	1	2	2	294	1
2	3	5	2	19	2
3	2	2	2	193	3
0	2	0	1	238	3
0	1	0	1	26	2
0	3	0	1	112	3
0	3	0	1	268	3
0	1	0	1	169	2
1	3	6	2	58	2
0	1	0	1	156	3
2	0	6	3	287	2
3	2	2	2	94	1
3	1	1	2	60	2
0	2	0	1	282	3
0	1	0	1	59	3
0	2	0	1	304	3
3	2	6	2	90	1
0	2	0	1	271	3
0	2	0	1	199	2
0	3	0	1	44	1
1	3	4	2	213	2
1	2	4	2	222	2
3	2	4	2	112	1
3	0	1	3	278	3
2	1	5	2	19	1
2	1	5	2	231	1
2	1	3	2	250	3
3	0	4	3	26	3
0	2	0	1	196	1
0	1	0	1	235	3
3	0	4	3	215	2
2	3	5	2	317	3
3	0	1	3	145	1
3	1	3	2	266	3
0	3	0	1	142	1
0	1	0	1	175	2
3	0	3	3	138	2
2	0	7	3	128	3
3	1	2	2	258	3
1	2	6	2	110	2
3	0	2	3	55	2
1	2	5	2	149	2
3	2	3	2	159	1
0	1	0	1	187	2
3	1	7	2	127	1
1	3	5	2	28	3
3	0	3	3	116	3
3	2	3	2	104	3
1	3	7	2	293	1
2	3	1	2	2	1
1	3	4	2	206	1
3	1	6	2	35	1
1	0	1	3	68	1
2	3	2	2	127	1
0	2	0	1	296	2
2	1	4	2	208	2
2	1	5	2	105	3
2	0	3	3	97	2
0	1	0	1	6	1
0	2	0	1	163	1
3	0	4	3	119	2
1	3	5	2	310	3
3	0	5	3	145	1
0	2	0	1	9	2
2	3	5	2	289	1
2	3	6	2	132	2
0	2	0	1	43	1
3	0	2	3	260	1
3	2	3	2	69	1
3	0	2	3	205	3
3	2	1	2	11	2
3	0	3	3	200	1
1	3	5	2	318	1
0	1	0	1	298	2
1	0	6	3	129	3
1	0	7	3	307	2
2	1	5	2	275	2
1	3	3	2	107	1
0	1	0	1	244	1
1	3	1	2	184	2
1	2	1	2	63	2
0	2	0	1	283	3
2	0	3	3	275	2
1	2	3	2	253	2
1	0	4	3	136	2
2	3	4	2	266	1
3	0	2	3	9	3
2	0	1	3	317	2
3	1	7	2	284	3
2	0	2	3	175	2
3	2	5	2	91	1
1	3	4	2	109	3
2	0	1	3	88	1
1	2	2	2	75	2
0	3	0	1	9	3
0	1	0	1	87	2
0	1	0	1	22	3
0	3	0	1	56	1
0	2	0	1	45	1
3	2	1	2	179	3
1	3	7	2	271	3
1	2	2	2	269	1
0	3	0	1	148	3
0	2	0	1	267	1
0	3	0	1	175	3
2	1	7	2	78	3
2	1	6	2	176	3
2	1	6	2	132	2
0	2	0	1	270	1
0	3	0	1	58	1
3	2	7	2	270	1
0	2	0	1	139	2
1	3	3	2	290	2
2	0	6	3	148	2
3	1	1	2	7	1
3	2	1	2	291	2
2	0	3	3	253	3
2	1	3	2	206	1
0	1	0	1	28	2
0	2	0	1	305	3
2	3	4	2	226	2
3	2	2	2	264	2
0	1	0	1	87	3
1	2	3	2	123	1
3	1	1	2	106	3
0	3	0	1	187	3
1	3	2	2	53	2
2	3	6	2	181	1
3	2	4	2	264	3
0	2	0	1	153	2
2	3	7	2	208	2
2	0	2	3	228	3
2	0	6	3	87	2
2	0	2	3	244	3
1	3	3	2	307	3
2	3	5	2	108	1
0	2	0	1	316	3
2	1	5	2	273	1
0	2	0	1	31	3
0	3	0	1	292	3
1	0	5	3	142	2
1	3	1	2	190	1
2	3	2	2	49	2
3	1	1	2	120	3
1	3	3	2	264	1
2	0	3	3	137	2
3	1	2	2	1	2
0	3	0	1	176	2
1	3	7	2	180	3
0	1	0	1	187	2
0	3	0	1	233	3
3	1	1	2	80	2
3	0	2	3	178	3
1	2	7	2	217	2
3	0	1	3	174	3
0	1	0	1	283	2
0	3	0	1	43	1
3	0	5	3	239	2
3	2	6	2	64	3
1	2	1	2	92	1
0	2	0	1	280	1
2	0	2	3	218	3
1	2	1	2	3	1
1	2	4	2	24	1
1	2	1	2	117	2
1	0	5	3	117	3
0	3	0	1	93	1
1	0	4	3	271	1
1	2	3	2	280	3
3	2	3	2	194	1
3	2	3	2	84	1
3	2	3	2	239	1
3	0	2	3	72	3
2	3	6	2	88	2
0	2	0	1	291	1
0	1	0	1	101	1
2	1	7	2	10	2
3	1	2	2	317	2
1	2	1	2	271	2
1	0	6	3	49	1
3	0	4	3	291	1
2	3	5	2	120	2
0	2	0	1	160	1
0	1	0	1	8	2
2	1	6	2	261	1
0	2	0	1	92	3
2	3	6	2	224	3
2	0	3	3	219	3
3	1	1	2	142	2
0	3	0	1	234	2
1	3	6	2	118	1
3	1	5	2	134	3
2	1	1	2	192	1
0	3	0	1	297	1
0	3	0	1	161	1
3	1	5	2	214	3
0	3	0	1	43	2
0	3	0	1	61	1
1	0	6	3	20	3
1	0	4	3	76	1
2	1	7	2	14	1
0	1	0	1	281	3
1	3	1	2	65	3
2	1	7	2	198	2
2	0	2	3	120	3
2	1	1	2	288	3
2	0	1	3	54	2
3	0	1	3	150	1
2	1	2	2	31	1
1	2	2	2	162	1
0	1	0	1	135	3
1	2	2	2	63	3
3	1	3	2	230	2
0	3	0	1	276	1
1	0	1	3	174	1
2	3	6	2	151	3
1	0	1	3	41	2
0	1	0	1	115	1
3	1	2	2	5	2
3	0	4	3	138	3
3	1	5	2	294	1
3	2	2	2	84	2
3	1	7	2	209	3
3	1	3	2	249	1
1	3	3	2	185	3
0	3	0	1	181	1
0	3	0	1	275	2
0	2	0	1	293	2
0	2	0	1	181	1
2	0	1	3	51	3
2	1	3	2	128	1
2	1	7	2	50	3
1	2	6	2	246	1
2	3	7	2	43	2
2	1	3	2	267	2
1	2	7	2	272	1
1	2	2	2	182	1
1	2	6	2	24	1
0	3	0	1	152	3
3	1	5	2	25	1
3	0	1	3	153	3
0	2	0	1	286	2
1	3	4	2	285	2
1	0	6	3	205	3
2	3	3	2	299	2
2	1	4	2	171	1
2	1	6	2	90	3
1	2	3	2	240	3
2	1	2	2	21	1
1	0	1	3	251	1
0	3	0	1	224	3
2	0	1	3	85	2
2	1	3	2	212	3
3	0	2	3	252	1
2	3	4	2	317	1
1	2	2	2	229	1
1	0	7	3	63	1
0	3	0	1	170	3
0	2	0	1	14	3
0	2	0	1	12	2
2	1	2	2	96	1
3	2	5	2	29	3
0	2	0	1	221	2
2	0	1	3	150	3
3	2	5	2	110	1
1	0	6	3	88	3
2	0	3	3	40	1
0	1	0	1	120	3
0	3	0	1	67	1
0	1	0	1	238	1
3	1	1	2	293	1
2	3	5	2	290	1
3	0	3	3	134	2
1	0	1	3	1	3
2	0	3	3	29	3
2	3	1	2	182	2
0	2	0	1	182	3
3	1	7	2	243	2
1	3	2	2	60	3
3	0	5	3	106	3
2	3	2	2	261	2
1	3	3	2	290	3
1	2	7	2	179	3
1	2	2	2	109	2
0	1	0	1	251	1
2	1	2	2	116	3
2	0	3	3	74	2
3	0	3	3	18	2
0	1	0	1	160	3
2	1	7	2	132	1
3	1	4	2	207	2
0	2	0	1	243	2
1	2	7	2	106	1
0	1	0	1	63	3
1	0	4	3	147	1
3	0	2	3	292	3
0	2	0	1	187	3
2	0	2	3	312	2
1	2	7	2	86	3
2	0	1	3	16	2
3	2	4	2	22	2
2	1	4	2	54	2
2	1	2	2	136	1
3	1	7	2	58	3
2	3	3	2	16	1
1	2	5	2	171	1
2	1	3	2	40	2
2	1	5	2	18	1
3	0	2	3	75	3
3	0	3	3	82	1
3	0	1	3	23	3
0	2	0	1	231	3
3	2	5	2	196	3
3	0	3	3	189	3
0	3	0	1	307	3
1	0	5	3	106	1
2	0	6	3	291	3
3	2	4	2	99	1
2	1	4	2	158	2
2	3	6	2	123	2
1	2	1	2	118	1
3	1	2	2	67	1
1	0	7	3	135	2
2	1	2	2	244	1
2	1	2	2	251	3
1	3	1	2	234	1
1	2	4	2	260	1
0	3	0	1	87	3
1	2	2	2	243	3
2	1	7	2	266	3
3	0	3	3	91	2
2	0	6	3	3	1
0	2	0	1	166	2
0	1	0	1	219	3
1	0	5	3	65	3
2	1	6	2	23	3
3	2	6	2	99	3
1	2	3	2	104	2
3	2	2	2	162	3
1	2	2	2	174	1
3	2	6	2	276	2
3	1	4	2	138	3
2	3	4	2	27	3
0	2	0	1	212	2
3	2	4	2	195	1
0	1	0	1	315	2
