1node1	2node2	3port	4operation	5startwave	6bandwidth
2	1	1	2	53	2
1	2	3	2	151	1
3	2	1	2	274	4
2	0	2	3	242	2
3	2	1	2	298	3
3	2	1	2	162	1
0	2	0	1	67	1
3	1	7	2	306	4
0	1	0	1	290	1
3	0	4	3	8	2
1	2	7	2	195	4
0	2	0	1	198	2
2	0	3	3	127	3
2	1	4	2	7	2
2	3	1	2	242	3
3	1	6	2	136	1
2	0	6	3	3	3
1	0	1	3	244	3
2	3	7	2	127	4
1	2	3	2	212	2
1	2	1	2	235	4
2	1	7	2	226	3
3	0	3	3	12	4
2	3	1	2	301	2
1	3	5	2	252	1
2	1	3	2	212	1
3	0	2	3	21	4
2	3	7	2	190	3
3	0	4	3	31	3
1	3	4	2	300	4
3	0	1	3	0	3
1	3	6	2	105	3
1	2	4	2	200	2
2	0	7	3	38	3
1	3	7	2	309	2
2	0	2	3	121	2
1	0	1	3	53	2
2	1	1	2	198	2
3	2	4	2	73	2
3	1	6	2	197	1
1	0	7	3	230	4
0	1	0	1	141	4
2	3	3	2	156	1
0	1	0	1	185	4
0	2	0	1	214	1
0	2	0	1	121	2
2	0	7	3	207	4
3	2	3	2	6	2
2	0	2	3	124	1
1	0	7	3	298	2
0	1	0	1	196	2
1	2	3	2	170	2
2	1	5	2	47	3
2	0	1	3	66	3
3	2	2	2	142	1
2	0	1	3	151	1
0	2	0	1	71	2
1	2	2	2	255	4
3	0	5	3	55	1
0	2	0	1	132	1
2	0	2	3	50	3
0	1	0	1	41	2
1	2	1	2	52	1
1	3	6	2	302	4
2	1	1	2	246	2
3	0	4	3	119	1
3	2	5	2	216	3
3	1	4	2	130	2
1	2	7	2	183	1
3	0	1	3	49	1
0	2	0	1	133	3
1	0	1	3	26	1
2	3	5	2	242	4
1	0	7	3	304	1
1	2	5	2	113	3
0	3	0	1	160	3
0	3	0	1	117	2
0	2	0	1	270	3
1	3	6	2	184	1
2	1	4	2	181	3
0	1	0	1	169	4
3	0	1	3	122	2
0	3	0	1	164	3
1	2	2	2	26	1
0	2	0	1	0	4
3	2	7	2	274	4
2	1	5	2	213	4
3	1	5	2	13	2
3	1	6	2	285	2
2	3	3	2	54	1
2	1	5	2	274	1
3	1	6	2	123	2
0	2	0	1	10	2
2	0	2	3	149	3
2	0	6	3	231	3
2	1	1	2	4	4
0	3	0	1	12	4
