1node1	2node2	3port	4operation	5startwave	6bandwidth
3	0	5	3	252	19
0	3	0	1	178	85
0	2	0	1	289	1
0	1	0	1	238	77
2	0	6	3	120	83
1	2	4	2	96	123
2	0	1	3	150	80
3	2	7	2	278	12
3	2	4	2	47	54
3	0	4	3	7	87
0	1	0	1	143	95
3	1	2	2	81	108
3	1	7	2	189	2
3	0	1	3	172	126
3	0	1	3	26	92
3	1	4	2	11	91
1	2	6	2	37	4
1	0	5	3	5	120
0	1	0	1	127	86
1	0	6	3	91	41
3	1	2	2	136	98
0	1	0	1	172	114
2	1	5	2	83	125
1	2	2	2	11	71
3	1	1	2	283	24
2	1	2	2	211	25
3	0	1	3	58	40
2	3	6	2	201	19
3	0	4	3	163	86
3	2	1	2	123	101
1	0	4	3	12	16
1	2	3	2	170	110
3	2	3	2	118	30
3	0	1	3	2	126
0	2	0	1	3	11
0	1	0	1	19	35
3	2	5	2	19	21
0	3	0	1	49	44
0	1	0	1	214	67
3	0	1	3	108	121
1	2	6	2	36	47
3	1	1	2	261	5
0	3	0	1	89	62
3	1	3	2	130	68
0	1	0	1	249	34
0	3	0	1	197	5
0	1	0	1	133	100
1	0	7	3	170	105
0	2	0	1	240	40
0	1	0	1	206	28
