1node1	2node2	3port	4operation	5startwave	6bandwidth
2	0	6	3	162	1
2	0	3	3	216	2
1	2	3	2	218	2
3	0	4	3	144	1
0	3	0	1	68	2
0	2	0	1	30	2
0	2	0	1	46	2
3	2	4	2	25	2
0	1	0	1	109	2
3	0	4	3	34	1
1	0	7	3	123	1
2	1	1	2	166	1
2	1	1	2	231	2
3	1	5	2	119	1
3	0	2	3	234	1
0	1	0	1	168	2
0	3	0	1	199	2
3	2	6	2	63	1
3	0	4	3	42	2
1	3	6	2	317	1
3	0	4	3	55	1
0	3	0	1	235	2
2	1	4	2	237	1
0	3	0	1	262	1
3	1	2	2	243	2
2	3	5	2	28	1
1	2	1	2	96	2
0	3	0	1	200	1
1	2	1	2	209	1
0	1	0	1	209	1
1	3	4	2	193	2
0	1	0	1	99	1
3	2	1	2	33	1
2	1	7	2	34	1
1	2	7	2	68	2
0	3	0	1	7	2
3	0	4	3	11	2
3	1	5	2	53	2
3	0	3	3	279	2
0	1	0	1	127	1
1	2	6	2	104	1
3	1	4	2	16	1
2	0	3	3	132	2
2	1	4	2	87	1
0	1	0	1	261	1
3	1	2	2	39	1
1	3	3	2	220	1
2	0	7	3	284	1
1	3	1	2	300	1
2	3	3	2	114	1
0	2	0	1	219	2
3	1	7	2	140	1
3	1	4	2	263	1
3	1	5	2	251	2
3	0	4	3	199	2
2	1	3	2	75	2
1	3	7	2	84	1
3	2	3	2	235	1
3	0	4	3	164	2
3	1	4	2	253	2
0	1	0	1	8	1
0	3	0	1	265	1
0	1	0	1	12	2
2	3	3	2	56	2
3	0	4	3	118	1
1	0	7	3	89	2
1	2	3	2	267	1
0	1	0	1	231	2
0	2	0	1	184	2
0	3	0	1	175	2
3	1	6	2	157	2
3	0	4	3	14	1
2	0	7	3	103	2
0	1	0	1	129	1
3	0	1	3	285	1
3	0	3	3	66	2
2	1	4	2	107	1
3	0	1	3	198	1
0	2	0	1	150	1
2	3	7	2	108	1
0	3	0	1	272	1
