3	1	7	2	75	3
1	0	1	3	189	32
3	1	4	2	40	3
1	2	4	2	54	3
3	0	4	3	49	3
2	0	1	3	225	3
2	1	1	2	299	3
3	0	5	3	7	4
2	0	2	3	41	3
2	0	3	3	286	32
3	0	5	3	163	8
0	3	0	1	7	8
2	3	3	2	169	4
0	1	0	1	183	32
0	2	0	1	195	8
2	0	2	3	143	32
3	2	1	2	183	8
0	1	0	1	307	4
3	1	2	2	286	3
3	2	6	2	213	4
1	3	7	2	251	8
3	1	4	2	282	8
1	0	1	3	128	32
0	1	0	1	179	3
2	0	7	3	199	8
2	1	7	2	110	32
1	0	6	3	28	4
0	3	0	1	238	4
3	1	6	2	75	3
3	0	4	3	138	3
1	2	3	2	221	3
3	2	4	2	266	32
0	2	0	1	111	4
1	0	5	3	141	32
3	2	4	2	248	3
0	1	0	1	88	32
3	2	5	2	245	32
1	2	3	2	106	32
3	1	1	2	142	32
0	2	0	1	255	8
0	1	0	1	160	3
0	3	0	1	218	32
0	1	0	1	315	3
2	1	5	2	298	8
0	2	0	1	279	32
2	1	4	2	33	32
1	3	5	2	207	4
0	3	0	1	222	8
0	3	0	1	87	4
0	1	0	1	301	8
1	0	7	3	51	3
1	2	6	2	4	3
0	1	0	1	6	3
1	2	3	2	53	3
0	2	0	1	152	8
0	3	0	1	33	3
2	1	7	2	82	3
3	2	6	2	282	32
2	3	5	2	275	32
3	0	3	3	276	4
0	1	0	1	182	8
3	1	1	2	304	8
3	0	2	3	191	3
2	1	1	2	185	4
0	1	0	1	253	8
1	3	3	2	7	4
0	3	0	1	284	32
0	1	0	1	188	8
1	0	1	3	218	3
2	3	2	2	222	32
2	1	4	2	287	32
3	1	7	2	110	4
1	3	6	2	113	32
0	2	0	1	218	4
0	1	0	1	66	32
2	3	4	2	109	32
0	1	0	1	208	4
0	2	0	1	219	4
0	1	0	1	137	4
0	2	0	1	251	32
1	0	1	3	313	4
1	0	6	3	40	4
3	2	6	2	69	32
3	0	3	3	112	4
3	0	5	3	220	4
3	0	2	3	116	4
2	1	1	2	269	8
1	2	7	2	117	32
0	1	0	1	190	3
2	0	2	3	83	3
3	2	4	2	105	4
0	2	0	1	14	32
2	3	5	2	34	32
0	3	0	1	104	3
0	3	0	1	133	32
3	1	7	2	73	3
1	0	1	3	242	8
3	0	4	3	68	3
1	2	2	2	76	3
0	1	0	1	13	8
2	3	2	2	58	3
3	2	7	2	119	4
0	2	0	1	38	32
2	3	1	2	61	4
0	3	0	1	98	8
3	0	4	3	168	4
1	3	4	2	63	3
1	3	1	2	266	32
1	2	5	2	117	4
2	3	3	2	90	3
0	1	0	1	137	3
1	2	2	2	211	8
3	1	5	2	156	4
0	1	0	1	268	32
1	0	7	3	21	32
1	2	5	2	227	8
2	1	2	2	83	3
3	0	1	3	28	32
2	0	2	3	135	4
0	1	0	1	231	32
2	3	7	2	156	3
3	1	3	2	110	4
1	3	5	2	39	4
1	0	6	3	62	3
0	3	0	1	266	4
0	1	0	1	191	4
2	0	1	3	55	32
0	3	0	1	59	4
1	2	5	2	234	8
0	1	0	1	213	32
1	3	1	2	285	4
2	1	3	2	259	8
1	0	1	3	110	4
2	3	5	2	174	8
2	0	6	3	263	3
2	1	7	2	75	8
3	0	4	3	97	3
3	2	2	2	108	8
3	2	6	2	61	4
1	3	6	2	71	4
3	1	3	2	116	3
0	1	0	1	137	3
1	0	6	3	257	32
3	0	5	3	82	3
0	2	0	1	92	8
0	3	0	1	76	8
3	0	5	3	219	32
1	3	5	2	79	32
2	0	3	3	37	3
0	3	0	1	294	4
1	0	6	3	13	8
3	1	5	2	180	8
3	1	2	2	313	3
1	3	1	2	204	3
2	0	1	3	109	3
1	0	7	3	25	4
2	1	2	2	170	32
3	2	2	2	176	8
3	0	3	3	113	8
3	0	4	3	252	4
1	3	6	2	46	32
2	3	4	2	234	8
1	3	1	2	107	3
0	2	0	1	190	32
1	0	5	3	58	4
0	2	0	1	41	3
2	3	6	2	15	3
1	3	7	2	259	32
3	2	7	2	224	4
0	2	0	1	234	3
0	2	0	1	15	8
1	3	5	2	32	32
1	3	2	2	19	32
3	1	5	2	245	8
1	3	5	2	31	4
1	2	7	2	167	3
0	2	0	1	251	3
0	3	0	1	297	4
2	1	2	2	74	3
3	1	7	2	113	3
0	2	0	1	235	4
3	0	5	3	26	8
1	0	1	3	204	8
1	3	3	2	43	8
3	2	4	2	214	8
0	1	0	1	275	4
2	1	6	2	150	4
2	0	7	3	289	8
0	2	0	1	119	32
2	0	6	3	0	3
2	1	3	2	99	4
2	0	6	3	5	8
1	0	4	3	271	8
2	1	1	2	70	3
3	2	6	2	17	32
0	2	0	1	225	8
2	1	2	2	138	32
2	0	3	3	242	3
0	3	0	1	168	4
2	1	6	2	162	32
3	0	3	3	50	8
3	1	1	2	9	4
0	2	0	1	37	32
2	1	4	2	253	3
0	2	0	1	36	3
0	2	0	1	282	8
0	2	0	1	303	3
2	1	3	2	307	4
3	0	4	3	0	8
0	3	0	1	178	3
2	3	5	2	276	4
1	0	6	3	307	8
3	0	2	3	262	4
1	3	5	2	212	8
1	3	7	2	279	8
1	2	1	2	88	3
3	2	4	2	91	32
2	3	3	2	225	32
3	2	4	2	94	4
2	3	3	2	304	8
1	3	6	2	188	32
1	3	1	2	105	4
1	3	7	2	28	8
2	0	7	3	76	8
1	2	7	2	114	4
0	2	0	1	178	3
3	2	7	2	22	32
3	2	7	2	33	8
0	2	0	1	244	8
2	3	2	2	56	3
2	3	2	2	290	8
3	0	2	3	271	4
1	3	4	2	232	3
3	1	6	2	66	8
1	2	2	2	118	4
1	2	4	2	251	4
0	1	0	1	105	8
2	3	3	2	208	8
0	1	0	1	316	3
2	0	3	3	46	32
1	2	1	2	209	3
3	0	4	3	232	4
0	3	0	1	271	8
0	2	0	1	226	32
0	2	0	1	242	4
3	1	1	2	284	4
1	0	5	3	142	32
0	3	0	1	219	3
3	0	1	3	152	3
1	2	6	2	2	8
0	2	0	1	69	4
3	0	4	3	308	4
3	1	3	2	143	32
3	2	2	2	34	3
2	0	2	3	178	8
2	0	3	3	241	3
0	2	0	1	3	32
3	2	7	2	10	3
2	1	3	2	262	32
3	0	4	3	150	8
1	0	7	3	2	4
2	1	1	2	303	4
1	3	1	2	97	8
3	1	1	2	190	32
2	0	1	3	259	32
0	1	0	1	258	32
0	1	0	1	226	8
3	0	1	3	196	32
1	2	7	2	208	3
1	3	1	2	278	32
1	0	5	3	203	4
1	3	5	2	222	8
3	1	6	2	189	3
0	2	0	1	31	32
3	0	2	3	167	8
3	1	2	2	15	8
0	2	0	1	34	8
0	2	0	1	214	4
0	2	0	1	218	32
1	3	7	2	271	8
2	1	6	2	230	8
0	3	0	1	199	32
3	0	2	3	308	3
1	3	1	2	63	32
2	1	3	2	123	3
3	0	3	3	35	8
2	1	1	2	180	3
2	1	6	2	235	32
2	1	1	2	248	32
1	0	6	3	309	4
1	0	5	3	143	3
0	3	0	1	37	4
2	1	4	2	303	4
3	2	3	2	100	3
1	0	7	3	119	32
3	1	1	2	145	4
2	3	7	2	159	32
2	1	6	2	81	32
0	1	0	1	117	8
1	0	6	3	170	32
2	1	4	2	17	32
3	1	6	2	199	3
1	0	4	3	281	3
0	1	0	1	224	8
3	2	3	2	19	32
3	1	4	2	11	32
0	2	0	1	89	4
3	0	5	3	177	4
2	3	5	2	30	32
2	3	6	2	142	8
2	3	6	2	29	4
0	1	0	1	316	3
1	2	5	2	48	3
0	3	0	1	5	4
1	2	3	2	202	32
2	0	3	3	217	3
0	2	0	1	32	3
1	0	1	3	176	8
3	1	5	2	176	8
1	3	5	2	72	8
2	0	7	3	109	8
1	0	1	3	61	32
0	1	0	1	24	4
3	2	2	2	2	32
3	0	3	3	34	3
1	2	7	2	264	3
1	2	4	2	25	3
0	3	0	1	36	8
0	2	0	1	60	32
1	0	1	3	203	8
2	1	1	2	311	8
2	1	1	2	119	8
0	3	0	1	106	3
1	0	7	3	178	32
1	2	2	2	46	32
1	0	7	3	33	4
0	1	0	1	130	32
1	2	1	2	194	32
1	0	6	3	93	8
0	1	0	1	276	32
2	1	6	2	256	32
1	2	4	2	152	8
1	2	6	2	11	3
0	2	0	1	293	4
2	0	3	3	199	32
1	3	2	2	82	8
1	3	4	2	138	32
0	3	0	1	279	4
2	0	2	3	83	3
1	0	7	3	282	3
1	3	1	2	6	3
3	0	2	3	169	8
2	3	4	2	228	8
1	0	6	3	116	4
2	3	7	2	114	32
3	0	2	3	74	8
3	2	3	2	246	32
1	2	4	2	269	3
3	1	6	2	111	8
3	1	3	2	84	32
2	3	4	2	308	8
1	0	5	3	293	3
2	0	7	3	66	3
2	1	6	2	69	4
2	0	2	3	147	32
0	1	0	1	30	3
3	2	1	2	193	32
0	2	0	1	245	32
3	1	7	2	163	32
0	2	0	1	59	3
3	0	2	3	242	8
3	0	4	3	92	4
1	3	6	2	43	4
1	0	6	3	213	8
2	1	5	2	73	8
3	0	1	3	187	3
2	1	6	2	166	32
2	1	1	2	34	32
3	2	6	2	70	8
1	0	6	3	243	3
2	3	5	2	46	32
1	2	2	2	287	3
3	0	1	3	79	32
2	0	7	3	26	4
3	2	5	2	84	3
2	3	2	2	165	32
3	1	6	2	95	4
2	0	3	3	206	3
0	3	0	1	53	8
2	0	3	3	157	3
0	2	0	1	35	8
0	3	0	1	50	3
0	1	0	1	47	32
3	1	6	2	17	32
2	1	2	2	241	4
2	1	1	2	167	3
1	0	1	3	196	32
2	3	4	2	127	8
3	1	2	2	255	3
0	3	0	1	217	3
0	3	0	1	248	32
1	0	5	3	252	8
1	2	1	2	289	4
3	0	4	3	232	8
3	2	5	2	178	32
1	3	6	2	249	3
2	1	5	2	62	3
3	2	6	2	203	32
0	1	0	1	276	32
0	3	0	1	154	8
1	3	3	2	272	4
0	3	0	1	195	4
3	0	5	3	97	3
0	1	0	1	276	4
3	1	2	2	93	3
0	3	0	1	151	32
1	3	7	2	179	4
3	1	6	2	124	4
1	2	3	2	29	3
3	2	1	2	308	4
1	0	1	3	214	8
1	3	7	2	173	4
0	1	0	1	206	8
2	1	2	2	207	3
0	1	0	1	137	4
0	1	0	1	228	4
1	3	5	2	303	3
1	0	4	3	282	4
2	0	6	3	158	4
0	3	0	1	168	4
3	0	4	3	183	8
3	0	4	3	153	8
2	1	5	2	203	3
2	3	5	2	270	4
0	1	0	1	42	4
0	2	0	1	233	32
0	1	0	1	61	32
2	0	6	3	132	32
3	2	4	2	312	4
3	2	1	2	180	32
0	1	0	1	238	8
2	3	6	2	226	32
3	1	3	2	196	4
